Title,Link,Description,Tags
Foster Care Scheme (Vatsalaya),https://www.myscheme.gov.in/schemes/fcsv,"The Foster Care Scheme (Vatsalaya) is being implemented by the Department of Women & Child Development, Government of Goa to provide temporary/substitute care for children in difficult circumstances, whose parents are unable to care for them due to illness, death, and desertion of parent, etc.","Foster Care, Shelter, Rehabilitation, Parent, Orphan"
Free Legal Aid under the Legal Services Authority Act 1987,https://www.myscheme.gov.in/schemes/flalsac,"The scheme aims to provide free legal aid to all eligible persons in Uttarakhand who intend to file a case, have already filed a case, or need to defend a case under the provisions of the Legal Services Authority Act, 1987.","Free Legal Aid, Court Cases, Legal Service, Justice"
Gaura Shakti Yojana,https://www.myscheme.gov.in/schemes/gsy,"The objective of scheme is to prevent crimes against women & girls and to ensure prompt action in case of any incident. Under this, a three-tier support system is set up with Mahila Desks at police stations,Women Safety Helpline & Counselling Cells at district level, & a State Women Safety Helpline.","Women Safety, Girl Safety, Women Counselling Cell, Crimes Against Women"
Grant of Stipend to Junior Advocates Scheme,https://www.myscheme.gov.in/schemes/gsjas,"The scheme aims to provide monthly financial assistance to young Junior Advocates in the Union territory of Puducherry. The benefit is a stipend of ₹5,000/- per month for up to two years offered to eligible Law Graduates who are citizens and residents of Puducherry.","Advocate, Stipend, Law, Financial Assistance, Youth"
Kendriya Grihmantri Dakshata Padak,https://www.myscheme.gov.in/schemes/kgdp,"The scheme aims to recognize excellent work, promote high professional standards, and boost morale of personnel serving in police forces, security organizations, intelligence units, and forensic science institutions across India.","Police Forces, Award, Security Organization, Excellent Work"
LLB Internship Programme,https://www.myscheme.gov.in/schemes/llbip,"Department of Justice introduced an Internship Programme for young law students. The purpose is to well acquaint law students in the field of research & referencing work, in various specialized areas of justice delivery, such as Tele-Law, Nyaya Bandhu etc.","Internship, Law Students, Research, Access To Justice"
Madhya Pradesh Crime Victim Compensation Scheme,https://www.myscheme.gov.in/schemes/mpcvcs,"The scheme aims to provide financial compensation and rehabilitation to victims of crime or their dependents by offering monetary support, medical treatment, and rehabilitation based on their loss, injury, and financial status.","Compensation, Injury, Dependent, Rehabilitation, Medical"
President’s Medal for Distinguished Service,https://www.myscheme.gov.in/schemes/pmfds,"The scheme aims to recognize exceptional service, distinguished records, and meritorious contributions in police, security, fire, prison, and civil defence services.","Award, Civil Defence, Meritorious, Prison"
National Youth Award,https://www.myscheme.gov.in/schemes/nya,This award is to motivate young persons to achieve excellence in the field of national development or social service and to develop in them a sense of responsibility to the community and thus to improve their potential as good citizens.,"Youth, Purashkar, National, Social Service, Good Citizens"
Police Medal for Meritorious Service,https://www.myscheme.gov.in/schemes/pmfms,"Under this scheme, medals, official recognition, and service distinction are provided to the personnel serving in police, CAPFs, CPOs, and other public safety organizations.","Meritorious Service, Professional Excellence, Award, Police"
Police Internship Scheme,https://www.myscheme.gov.in/schemes/pis,The scheme aims to familiarize meritorious students with police functioning and promote research in law enforcement by providing selected students a six-week internship in district police stations under official supervision.,"Internship, Youth, Students, Opportunity, Legal"
Organization of Multi-Purpose Camps/ Public Awareness Camps/ Medical Camps/Legal Service Camps,https://www.myscheme.gov.in/schemes/ompcacmclsc,"The scheme aims to organize camps & awareness programs across urban & rural areas to inform and empower vulnerable groups such as women, children, senior citizens, workers in the unorganized sector, persons with disabilities, acid attack survivors & victims of trafficking about their legal rights.","Multi-Purpose Camp, Public Awareness Camp, Medical Camp, Legal Service Camp, Legal Rights"
Protection Against Domestic Violence,https://www.myscheme.gov.in/schemes/padv,"The scheme ""Protection Against Domestic Violence"" by the Women and Child Development Department, Government of Haryana, aims to provide legal, emotional, and social support to women facing domestic violence through grievance redressal, offering protection, counseling, and mediation to victims.","Women Protection, Domestic Violence, Counseling, Mediation"
Raah-Veer Yojana,https://www.myscheme.gov.in/schemes/rvy,"The scheme encourages citizens to help road accident victims during emergencies by providing a ₹25,000 incentive to individuals who save lives through timely medical assistance.","Citizens, Award, Financial Assistance, Accident, Save Lives"
Nari Adalat,https://www.myscheme.gov.in/schemes/nari-adalat,"The scheme aims to provide an alternative grievance redressal mechanism for women at the grassroots level through mediation, counselling, and awareness of rights and entitlements.","Nari Adalat, Nyaya Sakhi, Women Grievance Redressal, Affordable Justice, Women Rights Awareness, Counselling"
Scheme for Action Research and Studies on Judicial Reforms,https://www.myscheme.gov.in/schemes/sarsjr,"The scheme provides financial assistance for undertaking action research, evaluation studies, monitoring studies, capacity building, publishing reports, and promoting innovative programmes in the areas of Justice Delivery, Legal Research, and Judicial Reforms.","Research, Judicial, Financial, Academy, Evaluation, Monitoring"
Union Home Minister’s Medal for Excellence in Police Training,https://www.myscheme.gov.in/schemes/uhmmept,"The scheme aims to recognize the crucial role of trainers and support staff in police organizations, making training a respectable assignment and promoting high quality in police training institutes. It provides recognition, a Certificate (Scroll), and a cash reward of ₹25,000/- to trainers.","Police, Award, Training, Medal, Officer"
"Uttarakhand Compensation Scheme for Women Victims/Survivors of Sexual Offences and Other Crimes, 2020",https://www.myscheme.gov.in/schemes/ucswvsscc,"The scheme aims to provide financial assistance/compensation ranging from a minimum of ₹3 lakh to a maximum of ₹10 lakh to women victims and survivors of sexual offences, as well as to other women victims of crime in the state.","Compensation, Women, Crimes, Woman Victim"
Veerjyoti Puraskars,https://www.myscheme.gov.in/schemes/vp-goa,"The scheme aims to recognize and award women and girls in the State of Goa who have shown exceptional bravery and courage against atrocities, violence, and/or harassment. It provides a cash prize of ₹20,000/- and a scroll/citation to two awardees annually.","Woman, Girl, Award, Prize, Citation, Victim"
Vishesh Abhiyaan - Humdard,https://www.myscheme.gov.in/schemes/vahuk,"The scheme aims to organize special campaigns for senior citizens, mentally and physically challenged individuals, and other destitute people in the state to make them aware of welfare schemes, their legal rights, access to benefits, skill development, personal security & protection, etc.","Special Campaign, Hamdard, Legal Services, Legal Rights, Legal Aid"
“RAKSHAK PURASKARS’’ Award,https://www.myscheme.gov.in/schemes/rpa,"The awards are conferred to the individuals who have shown exceptional courage, especially in adverse circumstances in coming to aid, protecting or helping beyond the call of duty and assisting in dealing with the victims of any type of violence, attack or harassment against women and girls.","Award, Crime, Women, Girl, Violence, Harrassment"
Self-Certification Scheme,https://www.myscheme.gov.in/schemes/scs,"The Labour Department, Government of Tripura, launched the Self-Certification Scheme aims for employers to self-certify their compliance with multiple labor laws, aiming to simplify inspections and reduce bureaucracy.","Certification, Business & Entrepreneurship, Labor Compliance, Worker Welfare"
The Grant of Honorarium to Legal Researcher Scheme,https://www.myscheme.gov.in/schemes/ghlrs,"The scheme aims to engage Legal Research Assistants to handle legal issues and court matters for major Departments of the Administration, thereby ensuring timely submission of defense documents and reducing departmental embarrassment in Courts. It gives fixed honorarium of ₹25,000/- per month.","Researcher, Assistant, Law, Honorarium, Advocate, Legal"
"The Meghalaya Victim Compensation Scheme, 2022",https://www.myscheme.gov.in/schemes/tmvcs,"The Meghalaya Victim Compensation Scheme, 2022 is a social welfare scheme introduced by the Social Welfare Department, Govt. of Meghalaya. Under this scheme, financial assistance to the victim along with support services such as shelter, counseling, medical aid, legal assistance, education, etc.","Victim, Shelter, Rehabilitation, Counselling, Legal Aid"
Tripura Lynching/Mob Violence Victim Compensation Scheme,https://www.myscheme.gov.in/schemes/tlmvvcs,"The “Tripura Lynching/Mob Violence Victim Compensation Scheme” was launched by the Home Department, Govt. of Tripura on 14th August 2018 for providing funds for the purpose of compensation to the victim or his dependents who have suffered loss or injury as a result of lynching/mob violence.","Lynching, Mob Violence, Victim, Compensation"
LLB Internship Programme,https://www.myscheme.gov.in/schemes/llbip,"Department of Justice introduced an Internship Programme for young law students. The purpose is to well acquaint law students in the field of research & referencing work, in various specialized areas of justice delivery, such as Tele-Law, Nyaya Bandhu etc.","Internship, Law Students, Research, Access To Justice"
