Title,Link,Description,Tags
SERB Science and Technology Award for Research,https://www.myscheme.gov.in/schemes/serb-star,“SERB Science and Technology Award for Research (SERB-STAR)” is a prestigious award instituted by Science and Engineering Research Board (SERB) to recognize and reward outstanding performance of Principal Investigators (PIs) of SERB Projects.,"SERB, STAR, Award, Research, Fellowship, Principal Investigator"
SERB - POWER Research Grants,https://www.myscheme.gov.in/schemes/serbpowerrg,The aim of the ‘SERB - POWER Research Grants’ is to encourage emerging and eminent women researchers for individual-centric and competitive mode of research funding to undertake R&D activities in frontier areas of science and engineering.,"SERB, Research Grant, POWER, Woman Researcher, Investigator, Woman Scientist"
SERB Research Scientist Scheme,https://www.myscheme.gov.in/schemes/serbrss,"SERB Board has launched a new ‘SERB Research Scientist (SRS) Scheme’ for the awardees of INSPIRE Faculty and Ramanujan Fellowships, who fail to secure regular positions after completion of the regular tenure of five years in the respective schemes.","SERB, Research Scientist, INSPIRE, Faculty, Ramanujan, Fellowship"
SERB-Technology Translation Award,https://www.myscheme.gov.in/schemes/serb-tetra,"The “SERB-Technology Translation Award (SERB-TETRA)” is a new scheme launched by the Science and Engineering Research Board, Government of India for catalyzing technology translation in academic settings.","SERB, Technology Translation, Award, Research, TETRA, Principal Inventor"
National Science Chair- Science Leadership,https://www.myscheme.gov.in/schemes/nsc-sl,"The main aim of the scheme is to recognise active eminent senior resident Indian superannuated scientists for their outstanding contributions both nationally and internationally, in the areas of Science, Technology, Engineering, Mathematics (STEM) & Medicine, to promote excellence and growth in R&D.","Science, Chair, Leadership, SERB, Research, Superannuated, Scientist"
National Science Chair- Scientific Excellence,https://www.myscheme.gov.in/schemes/nsc-se,"The main aim of the scheme is to recognize active eminent senior resident Indian superannuated scientists for their outstanding contributions both nationally and internationally, in the areas of Science, Technology, Engineering, Mathematics (STEM) & Medicine, to promote excellence and growth in R&D.","Science, Chair, Scientific Excellence, SERB, Scientist, Research, Fellowship, Superannuated"
National Technology Awards,https://www.myscheme.gov.in/schemes/nta,The National Technology Awards refer to an event or program that recognizes and celebrates technological innovation and excellence across various industries within a particular country.,"Technology, Development, Science, Awards"
"PRISM (Promoting Innovations in Individuals, Start-ups and MSMEs): Category-2: Fabrication of Working Model/Process Know-how/Testing & Trial/Patenting/Technology Transfer",https://www.myscheme.gov.in/schemes/prism-c2-fwmpkhttptt,"The scheme aims to promote innovations in individuals, start-ups, and Micro, Small and Medium Enterprises (PRISM). It offers financial support (up to ₹20,00,000/-) for Indian Citizens working on innovation projects requiring fabrication of working models, patenting, or technology transfer.","Innovation, Patent, Invention, Prototype, Technology"
Visiting Advanced Joint Research Faculty Scheme,https://www.myscheme.gov.in/schemes/vajra,VAJRA Faculty Scheme is a dedicated program exclusively for overseas scientists and academicians with emphasis on NRI and Persons of Indian Origin/Overseas Citizen of India to work as adjunct/visiting faculty for a specific period of time in Indian Public funded academic and research institutions.,"Visiting, Joint Research, Faculty, VAJRA, Overseas, NRI, OCI, SERB"
WISE Fellowship for Ph.D.,https://www.myscheme.gov.in/schemes/wise-phd,"The ""WISE Fellowship for Ph.D. (WISE-PhD)"" of the Department of Science and Technology aims to provide an opportunity to carry out Doctoral research in basic and applied sciences to women scientists and technologists between the age group of 27-45 years who want to pursue research in STEM fields.","WISE, Fellowship, PhD, KIRAN, Woman"
WISE Post-Doctoral Fellowship,https://www.myscheme.gov.in/schemes/wise-pdf,“WISE Post-Doctoral Fellowship” is a new programme of the Department of Science & Technology that aims to provide opportunities to women scientists & technologists between the age group of 27-60 years who want to continue their research as bench-level scientists in basic and applied sciences.,"WISE, Post-Doctoral, Fellowship, KIRAN, Woman, Research"
Women Scientist Scheme-A,https://www.myscheme.gov.in/schemes/wos-a,"A Research Grant by MoST for female candidates to pursue research in frontier areas of science and engineering, preferably those having a break in career (minimum two years) and not having regular employment, to explore possibility of re-entry into the profession.","Women, Scientist, Technology, Science, Empowerment, Fellowship, Education, Unemployed"
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,https://www.myscheme.gov.in/schemes/wise-scope-fellowship,"The “WISE-SCOPE Fellowship” Program was started by the Department of Science & Technology, Government of India with the aims to provide opportunity to Women Scientists and Technologists who have completed Ph.D. and want to utilize their S&T knowledge and expertise for the benefit of society.","WISE, SCOPE, Fellowship, Woman, Research, Scientist"
Women Scientist Scheme-B,https://www.myscheme.gov.in/schemes/wos-b,A Research Grant by MoST for female candidates with break in their career interested in addressing societal challenges through viable S&T interventions. Women scientists who wish to apply under this scheme are required to develop their own project/proposals for scientific and technological solutions,"Women, Scientist, Female, Technology, Science, Research, Fellowship"
Women Scientist Scheme-C,https://www.myscheme.gov.in/schemes/wos-c,"A scheme by MoST for female candidates with a break in their career interested in addressing societal challenges through viable S&T interventions. 1-year training is provided in Intellectual Property Rights (IPRs), patent search, know-how, drafting, filing, trademarks, trade secrets, and copyright.","Women, Scientist, Science, Technology, Post-graduation, Skill"
Women’s Instinct for Developing and Ushering in Scientific Heights & Innovation,https://www.myscheme.gov.in/schemes/widushi,'WIDUSHI' programme aims to encourage and support senior women scientists to conduct research in interdisciplinary areas of Science and Technology.,"WIDUSHI, Woman, KIRAN, Scientist, Retired, Fellowship, Research"
Indo-French Postdoctoral Research Programme for Women in Science,https://www.myscheme.gov.in/schemes/prowis-i,This programme will provide a platform for women candidates to engage & work with Indian/French scientific communities with an aim to accelerate their talented instincts towards carrying out advanced studies and research in the frontier areas of Science & Technology.,"Postdoctoral, Research, Woman, Science, French, Fellowship, CEFIPRA"
Indo-French Visiting/Mobility Programme for Women in Science,https://www.myscheme.gov.in/schemes/prowis-ii,This programme will encourage women candidates to work with the Indian/French scientific communities with an aim to accelerate their talented instincts towards carrying out advanced studies and research in the frontier areas of Science & Technology.,"French, Mobility, Woman, Science, France, Scientist, Researcher"
SERB-Technology Translation Award,https://www.myscheme.gov.in/schemes/serb-tetra,"The “SERB-Technology Translation Award (SERB-TETRA)” is a new scheme launched by the Science and Engineering Research Board, Government of India for catalyzing technology translation in academic settings.","SERB, Technology Translation, Award, Research, TETRA, Principal Inventor"
WISE Post-Doctoral Fellowship,https://www.myscheme.gov.in/schemes/wise-pdf,“WISE Post-Doctoral Fellowship” is a new programme of the Department of Science & Technology that aims to provide opportunities to women scientists & technologists between the age group of 27-60 years who want to continue their research as bench-level scientists in basic and applied sciences.,"WISE, Post-Doctoral, Fellowship, KIRAN, Woman, Research"
WISE Fellowship for Ph.D.,https://www.myscheme.gov.in/schemes/wise-phd,"The ""WISE Fellowship for Ph.D. (WISE-PhD)"" of the Department of Science and Technology aims to provide an opportunity to carry out Doctoral research in basic and applied sciences to women scientists and technologists between the age group of 27-45 years who want to pursue research in STEM fields.","WISE, Fellowship, PhD, KIRAN, Woman"
ASEAN-India Research Training Fellowship,https://www.myscheme.gov.in/schemes/ai-rtf,"The “ASEAN-India Research Training Fellowship (AI-RTF)” is a fellowship scheme initiated by the Department of Science & Technology, Government of India under ASEAN-India Science & Technology Development Fund to support young talented researchers/scientists of ASEAN member countries.","ASEAN, Research, Fellowship, FICCI, Science, Technology, Innovation"
Ayush Oushadhi Gunvatta Evam Uttpadan Samvardhan Yojana,https://www.myscheme.gov.in/schemes/aogeusy,The scheme aims to enhance India's manufacturing capabilities and exports of traditional medicines and health promotion products under the initiative of Atmanirbhar Bharat.,"Ayush Drugs, Pharmacovigilance, Manufacturing Capabilities, Financial Assistance, Research And Development"
Ayush Oushadhi Gunvatta evam Uttpadan Samvardhan Yojana (AOGUSY): Pharmacovigilance of ASU&H Drugs Including Surveillance of Misleading Advertisements,https://www.myscheme.gov.in/schemes/aogusypcvasma,"The scheme-component aims to establish a robust safety monitoring and surveillance system for Ayurveda, Siddha, Unani and Homoeopathy (ASU&H) drugs and to monitor misleading advertisements related to Ayush medicines.","Ayurveda, Homoeopathy, Pharmacovigilance, Safety Monitoring, Drug Surveillance, Ayush Medicines"
Ayush Oushadhi Gunvatta evam Uttpadan Samvardhan Yojana (AOGUSY): Strengthening of Central and State Regulatory Frameworks Including Technical Human Resource and Capacity Building Programs for Ayush Drugs,https://www.myscheme.gov.in/schemes/aogusyscsrfit,"The scheme component aims to strengthen the regulatory framework for Ayush drugs at the Central and State/UT levels by enhancing technical manpower, capacity building, quality control systems, and regulatory infrastructure.","Ayush Drug Regulation, Regulatory Framework Strengthening, Capacity Building, Technical Training, Drug Testing Laboratories"
Ayush Oushadhi Gunvatta evam Uttpadan Samvardhan Yojana (AOGUSY): Strengthening and Up-Gradation of Ayush Pharmacies and Drug Testing Laboratories to Achieve Higher Standards,https://www.myscheme.gov.in/schemes/aogusysuaptl,The scheme-component aims to strengthen and upgrade ASU&H pharmacies and drug testing laboratories to improve quality control and manufacturing standards of Ayush drugs.,"Ayush Pharmacies, Drug Testing Laboratories, Infrastructure Upgradation, Technology Modernization, Quality Control Lab"
"Ayush Oushadhi Gunvatta evam Uttpadan Samvardhan Yojana (AOGUSY): Support for Development of Standards and Accreditation/Certification of Ayush Products and Materials in Collaboration With BIS, QCI and Other Relevant Scientific Institutions and Industrial R&D Centres",https://www.myscheme.gov.in/schemes/aogusysdsacrd,"The scheme-component aims to support organizations and institutions in developing standards and accreditation frameworks for Ayush products and materials to ensure quality, safety, and scientific validation.","Ayush Product Certification, Ayush Standards Development, Accreditation Of Ayush Products, BIS Collaboration, Industrial R&D Centres"
Biotechnology Young Entrepreneur Award,https://www.myscheme.gov.in/schemes/byea,The “Biotechnology Young Entrepreneur Award (BYE)” is a programme to promote commercialisation of bioscience ideas among graduate/post graduate students in Biotechnology and to encourage them to develop biotechnology entrepreneurship.,"Biotechnology, Young, Entrepreneur, Award, Workshop, Student"
Artificial Intelligence,https://www.myscheme.gov.in/schemes/ai,"The scheme aims to promote awareness, understanding, and practical learning of Artificial Intelligence among school students from classes 9 to 12 and provide them with opportunities to participate in AI coding camps and hands-on experiments.","Artificial Intelligence, UCOST, AI, AI Skills Lab, Student"
Abdul Kalam Technology Innovation National Fellowship,https://www.myscheme.gov.in/schemes/aktinf,"Indian National Academy of Engineering (INAE) will award ""Abdul Kalam Technology Innovation National Fellowship"" to outstanding engineers to recognize, encourage and support translational research by individuals to achieve excellence in engineering, innovation and technology development.","Abdul Kalam, Innovation, Fellowship, Translational Research, SERB, Research"
AlCTE - Distinguished Professional Scheme,https://www.myscheme.gov.in/schemes/adps,"AICTE-Distinguished Professionals Scheme has been launched by the All India Council for Technical Education, Ministry of Education to improve the quality of Technical Education in India by utilizing the expertise of Professionals, Emeritus professors & Eminent Personalities to share their knowledge.","AICTE, Student, Honorarium, Technical Education, Professors"
"""Capital Investment Subsidy: Information Technology (IT) / Information Technology Enabled Services (ITES) Industries"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries""",https://www.myscheme.gov.in/schemes/cisitites-mesifai,"The new IT/ITES industrial unit which started production on or after 6-11-2002 are provided with subsidy on the investments made on plant and machinery @ 20% thereon subject to a maximum of ₹20,00,000/- for the large, medium, small and micro enterprises during the period of operation of the scheme.","Information Technology, Investment, Subsidy, Entrepreneur, Business"
Deen Dayal SPARSH Yojana (Scholarship For Promotion Of Aptitude & Research In Stamps As A Hobby),https://www.myscheme.gov.in/schemes/ddsy,"""Deen Dayal SPARSH Yojana"" awards annual scholarships to students who have good academic records and are also pursuing 'Philately' as a hobby. The objective is to “Promote Philately among children at a young age in a sustainable manner that can reinforce and supplement the academic curriculum.","Scholarship, Post, Student, Pre-Matric"
Indo-French Postdoctoral Research Programme for Women in Science,https://www.myscheme.gov.in/schemes/prowis-i,This programme will provide a platform for women candidates to engage & work with Indian/French scientific communities with an aim to accelerate their talented instincts towards carrying out advanced studies and research in the frontier areas of Science & Technology.,"Postdoctoral, Research, Woman, Science, French, Fellowship, CEFIPRA"
Mobility Scheme,https://www.myscheme.gov.in/schemes/msdst,"The Mobility Scheme is aimed to provide an opportunity to women scientists who are facing difficulties in their present job due to relocation (marriage, transfer of husband to any other location within the country, attending ailing parents, and accompanying children studying in different city).","Women Scientist, KIRAN, Fellowship, Mobility, Academicians, Capacity Building"
Indo-French Visiting/Mobility Programme for Women in Science,https://www.myscheme.gov.in/schemes/prowis-ii,This programme will encourage women candidates to work with the Indian/French scientific communities with an aim to accelerate their talented instincts towards carrying out advanced studies and research in the frontier areas of Science & Technology.,"French, Mobility, Woman, Science, France, Scientist, Researcher"
Women’s Instinct for Developing and Ushering in Scientific Heights & Innovation,https://www.myscheme.gov.in/schemes/widushi,'WIDUSHI' programme aims to encourage and support senior women scientists to conduct research in interdisciplinary areas of Science and Technology.,"WIDUSHI, Woman, KIRAN, Scientist, Retired, Fellowship, Research"
WISE Post-Doctoral Fellowship,https://www.myscheme.gov.in/schemes/wise-pdf,“WISE Post-Doctoral Fellowship” is a new programme of the Department of Science & Technology that aims to provide opportunities to women scientists & technologists between the age group of 27-60 years who want to continue their research as bench-level scientists in basic and applied sciences.,"WISE, Post-Doctoral, Fellowship, KIRAN, Woman, Research"
Conducting Outreach Programmes in Various Fields,https://www.myscheme.gov.in/schemes/copvf,"It aims to promote scientific awareness among students, teachers, and the general public by conducting outreach programmes and activities in various fields of science through both online and offline modes, thereby making science education and research more accessible across the state.","Science Education, Research, Outreach Program, Science Awareness Centre"
Electronics Component Manufacturing Scheme,https://www.myscheme.gov.in/schemes/ecms,"The scheme aims to provide financial incentives for manufacturing electronic components in Bharat. Through this scheme, turnover and capital expenditure-linked incentives are provided to companies and Limited Liability Partnerships.","Supply Chain, Manufacturing Of Electronics, Incentives, Limited Liability Partnerships, Electronics System Design, Electronics System Manufacturing"
Entrepreneurship and Development Programme,https://www.myscheme.gov.in/schemes/eadp,"Under this scheme, interested entrepreneurs, NGOs, scientists, researchers, and teachers from across the state are provided support to convert natural resources into viable business opportunities by enhancing technology and value addition.","Entrepreneur, Scientist, Researcher, Teacher, UCOST, NGO"
"Establishment and Operation of STEM (Science, Technology, Engineering, Mathematics) Laboratories",https://www.myscheme.gov.in/schemes/eosteml,"The scheme aims to establish STEM laboratories in schools across Uttarakhand to provide students of classes 6 to 12 with hands-on science, technology, engineering, and mathematics learning opportunities and strengthen their practical understanding of scientific concepts.","Student, Science, Laboratories, Technology, Engineering, Mathematics, STEM"
Establishment of Cell for SC/ST,https://www.myscheme.gov.in/schemes/ecscst,"The project is being implemented by UCOST in collaboration with Department of Science & Technology, Govt. of India to empower Scheduled Caste & Scheduled Tribe communities across Uttarakhand by addressing their fundamental challenges through scientific & technological interventions.","Scheduled Caste, Student, UCOST, Scheduled Tribe, Skill Development, Entrepreneurship Training"
Dr. D.S. Kothari Post Doctoral Fellowships In Sciences,https://www.myscheme.gov.in/schemes/ddskpdfs,"Dr. D.S. Kothari Post Doctoral Fellowships in Sciences was introduced by the UGC. In addition to the existing RA/PDF positions provided by various funding agencies, a need was felt for a PDF scheme running in a flexible mode, with fast track, online handling, and decision-making.","Fellowship, Science, DS Kothari, Post Doctoral, PhD, Unemployed"
Drone Policy 2023 - Information Technology Development Agency,https://www.myscheme.gov.in/schemes/dpitda,"The policy aims to promote the use, innovation, and development of drone technology for improving service delivery and governance in Uttarakhand, while strengthening the drone ecosystem through collaboration among industry, academia, and government.","Drone, Drone Technology, Drone Manufacturer, Drone Investor, Drone Startup"
E-YUVA Scheme: BIRAC’s Innovation Fellows (for post graduates and above),https://www.myscheme.gov.in/schemes/e-yuvasbiraciffpga,"BIRAC’s Innovation fellows shall apply as an individual and are required to work full time at EYC. BIRAC’s Innovation Fellows are expected to initiate biotech startups. Hence, only proposals with potential to commercialize innovative products and technologies will be considered for support.","E-YUVA, Innovation, Fellow, Translational Research, Fellowship, Post Graduate"
J.C. Bose Fellowship,https://www.myscheme.gov.in/schemes/jcbs,The “J.C. Bose fellowship” is awarded to active scientists in recognition of their outstanding performance. The fellowship is scientist-specific and very selective.,"Fellowship, Science, Research, Scientist, Bose"
High Risk - High Reward Research,https://www.myscheme.gov.in/schemes/hr-hrr,"The Scheme for Funding ""High Risk - High Reward Research"" aims at supporting proposals that are conceptually new & risky, & if successful, expected to have a paradigm-shifting influence on the S&T.","High Risk, High Reward, Research, Project, Research Grant"
IGSTC Industrial Fellowship- Post Doctoral Industrial Fellowship,https://www.myscheme.gov.in/schemes/igstcif-pdif,This programme is aimed at encouraging Postdoctoral researchers/fresh PhDs in S&T with appreciable track record and having aptitude for applied research and technology development.,"IGSTC, Fellowship, Post Doctoral, Germany, Indo-German, Research"
IGSTC Industrial Fellowship- PhD Industrial Exposure Fellowship,https://www.myscheme.gov.in/schemes/igstcifphdief,"The Indo-German Science & Technology Centre (IGSTC) Industrial Fellowship Programme was launched by Secretary, Department of Science and Technology, Govt. of India on the occasion of IGSTC’s 11th Foundation Day on 14th June 2021 to support young Indian researchers for industrial exposure in Germany.","IGSTC, Fellowship, PhD, Industrial Exposure, Research, Indo-German, Germany"
IT Incubation Centre - Information Technology Development Agency,https://www.myscheme.gov.in/schemes/iticitda,"The scheme aims to promote entrepreneurship and innovation in the fields of Information Technology, Medical Technology, Electronics, Artificial Intelligence, Biotechnology, and related sectors by providing a supportive ecosystem for startups.","Incubation Centre, Information Technology, Startups, Skill Development, Student"
IT Policy and Amendments-2020 - Information Technology Development Agency,https://www.myscheme.gov.in/schemes/itpaitda,"The policy aims to promote the growth of IT, ITES, Internet Service Provider, and Telecom Service Provider industries in Uttarakhand by supporting startups, and creating employment opportunities for local youth through policy incentives and initiatives.","IT Policy, Information Technology, Startups, Youth, Internet Service Provider, Telecom Service Provider"
IT Saksham Yuva Scheme,https://www.myscheme.gov.in/schemes/itsys,The Haryana Government is to provide employment opportunities to youths (graduate/post-graduate applicants) from engineering and IT backgrounds who shall undertake the Haryana IT Program (specially designed short-term courses) for the duration of a minimum of 3 months offered.,"Employment Opportunity, IT Skills, Enterpreneurs, Startup, Unemployment Allowance, Saksham, Yuva"
India BPO Promotion Scheme,https://www.myscheme.gov.in/schemes/ibps,"The scheme aims to create employment opportunities and promote investment in the IT/ITeS sector by establishing BPO/ITeS units in smaller cities. Through this scheme, financial support in the form of Viability Gap Funding is provided to eligible companies.","Women Employees, Employement Generation, Entrepreneur, Training, BPO"
Industrial R&D Promotion Programme: Recognition Of In-House R&D Units,https://www.myscheme.gov.in/schemes/irdpp-rihrdu,"DSIR is operating a scheme called ""Recognition of In-House R&D Units"" with the objective of granting recognition & registration to in-house R&D units established by the corporate industry. The In-house R&D units are expected to be engaged in innovative research & development activities.","Registration, Research, Development, Industry, Business"
Innovation In Science Pursuit For Inspired Research (INSPIRE) - Faculty Fellowship,https://www.myscheme.gov.in/schemes/inspire-ff,"The ""INSPIRE FACULTY FELLOWSHIP"" component provides opportunities to 100 persons every year with Ph.D. qualifications in the age group of 27-32 years for 5 years to carry out research in both basic and applied science areas including engineering, medicine, agriculture, and veterinary sciences.","Research, Fellowship, Faculty, Science, PhD"
Goa State Working Journalists Welfare Scheme,https://www.myscheme.gov.in/schemes/gswjws,"""Goa State Working Journalists Welfare Scheme"" aims to improve the welfare of working journalists retired from service in Goa and their families. It provides a monthly welfare fund of ₹ 7,500/- and family pension benefits for eligible journalists and their dependents.","Journalist, Welfare, Family, Media, Newspaper"
Fund of Funds for Startups,https://www.myscheme.gov.in/schemes/ffs,"Launched in January 2016 under Startup India, the Fund of Funds for Startups is managed by SIDBI. It supports DPIIT-recognized startups indirectly by investing in SEBI-registered AIFs, which must invest at least twice the FFS contribution.","DPIIT, Startup India, Startups, AIF, Equity"
Hands-on Training and Exposure Visits under Experiential Learning,https://www.myscheme.gov.in/schemes/htevel,"The scheme aims to provide free one-week residential hands-on certificate training programs to undergraduate, postgraduate students, researchers, and faculty members, including accommodation and meals.","Researcher, Hands-on Training, Exposure Visit, Experiential Learning, Professor, Training, Student"
"Junior Research Fellowship In Sciences, Humanities, And Social Sciences",https://www.myscheme.gov.in/schemes/jrfshss,"The scheme of Junior Research Fellowship in Sciences, Humanities, and Social Science by UGC, Dept. of Education, is open to candidates who qualify for the National Eligibility Test-Junior Research Fellowship(NET-JRF) of the UGC and the UGC-Council of Scientific and Industrial Research (UGC-CSIR).","Fellowship, Research, Junior, University, Students"
Junior Research Fellowship In Engineering & Technology,https://www.myscheme.gov.in/schemes/jrfst,"The scheme ""Junior Research Fellowship in Engineering & Technology"" by the University Grants Commission (UGC), Department of Higher Education is meant for candidates who wish to pursue research leading to a Ph.D. degree in engineering and technology.","Fellowship, Science"
KSCSTE Emeritus Scientist Scheme,https://www.myscheme.gov.in/schemes/kscste-ess,The scheme “KSCSTE Emeritus Scientist Scheme” helps to provide opportunity to superannuated outstanding scientists to pursue research in their respective field of specialization and to harness their knowledge and erudition for the development of State.,"Emeritus, Scientist, Superannuated, Research, Fellowship"
Kerala State Young Scientist Awards,https://www.myscheme.gov.in/schemes/ksysa,The “Kerala State Young Scientist Awards” by the KSCSTE are intended to honour talented young Scientists in recognition of their outstanding contributions in any branch of science and technology coming within the purview of the Council.,"Young Scientist, Award, Research, Cash Prize, Science, Technology"
Kishore Vaigyanik Protsahan Yojana,https://www.myscheme.gov.in/schemes/kvpy,"The KVPY is a national fellowship program in basic sciences, initiated and funded by the Department of Science and Technology to attract exceptionally motivated students to pursue basic science courses and a research career in science.","Scientist, Student, Science, Fellowship, Research"
Lab on Wheels,https://www.myscheme.gov.in/schemes/lw,This program has been launched to promote & popularize science education among school students and youth studying science subjects across all 13 districts of Uttarakhand.,"Lab, Student, Science, UCOST"
Prime Minister Early Career Research Grant,https://www.myscheme.gov.in/schemes/pmecrg,This programme is initiated by the Anusandhan National Research Foundation (ANRF) to assist researchers to initiate their research career in a new institution with a flexible budget and progressive initiatives for ease of doing research.,"Research Grant, Researcher, ANRF, Research, PhD, Science, Engineering"
Prime Minister’s Fellowship for Doctoral Research,https://www.myscheme.gov.in/schemes/pmfdr,"Prime Minister’s Fellowship for Doctoral Research scheme is a prestigious initiative of Science and Engineering Research Board (SERB), Department of Science & Technology, Government of India towards the advancement of university research engagements in line with industry requirement.","Fellowship, Doctoral, Research, SERB, PhD, Fellow"
Production Linked Incentive Scheme (PLI) For Promoting Telecom & Networking Products Manufacturing In India,https://www.myscheme.gov.in/schemes/dot-pli-scheme,"Production Linked Incentive (PLI) Scheme aims to boost domestic manufacturing, investments and export in the telecom and networking products The PLI Scheme will be implemented within the overall financial limits of ₹ 12,195 Crores only (Rupees Twelve Thousand One Hundred and Ninety-Five Crore only)","Production Linked Incentive Scheme, Telecom Equipments, Networking Products, Electronic Manufacturing, Make In India"
Production Linked Incentive Scheme (PLI) for IT Hardware,https://www.myscheme.gov.in/schemes/pliit,"The scheme aims to boost domestic manufacturing and attract investment in IT hardware. Through this scheme, financial incentives are provided to eligible manufacturers based on incremental sales.","Manufacturing, Laptops, Tablets, All In One PCs, Investment, Boost Domestic Manufacturing"
Production Linked Incentive Scheme (PLI) for IT Hardware Scheme 2.O,https://www.myscheme.gov.in/schemes/pliit20,"The scheme aims to promote domestic manufacturing of Laptops, Tablets, All-in-One PCs, Servers, and Ultra Small Form Factor (USFF) devices in India through production-linked financial incentives.","Investment, Financial Incentive, Domestic Manufacturing, Laptops, Tablets, All In One PCs, Ultra Small Form Factor"
National Centre for Communication Security (NCCS) Research Associates Scheme,https://www.myscheme.gov.in/schemes/nccsra,"NCCS engages young scholars as Research Associates  to contribute in development of Telecom Security eco system with in India by providing an opportunity to them to work in areas like Telecom Security Standard development, Lab recognition and Security Certification of telecom products.","Cybersecurity, Research, Telecommunications, Bengaluru, ITSAR, DoT"
