Title,Link,Description,Tags
Pradhan Mantri Garib Kalyan Package : Insurance Scheme For Health Workers Fighting COVID-19,https://www.myscheme.gov.in/schemes/pmgkp,"The ""Pradhan Mantri Garib Kalyan Package: Insurance Scheme for Health Workers Fighting COVID-19"" by the Ministry of Health and Family Welfare, Government of India aims to offer financial protection to healthcare workers involved in COVID-19 duties.","Life Insurance, Health Workers, COVID-19"
Pradhan Mantri Matru Vandana Yojana,https://www.myscheme.gov.in/schemes/pmmvy,"The scheme is to provide maternity benefits to women belonging to socially and economically disadvantaged sections of society. For first child the maternity benefit of ₹5,000 is provided in two instalments under PMMVY and second child, it is ₹6,000 is to be provided subject to second child is girl.","Maternity Benefit Programme, Financial Assistance, Pregnant Women, Cash Incentive, Good Nutrition"
Pradhan Mantri Surakshit Matritva Abhiyan,https://www.myscheme.gov.in/schemes/pmsma,"The scheme aims to provide fixed-day assured, comprehensive and quality antenatal care universally to all pregnant women in 2nd and 3rd trimester on the 9th of every month. It offers free comprehensive antenatal care services at government health facilities.","Maternal, Health, Antenatal, Pregnancy, Government, Women, Medical"
"National Action for Mechanised Sanitation Ecosystem (NAMASTE) - ""Emergency Response Sanitation Unit (ERSU) Formation and Functionalisation""",https://www.myscheme.gov.in/schemes/namaste-ersufaf,"The scheme aims to establish professional, well-trained, motivated and adequately equipped workforce for maintenance and management of sewers and septic tanks, addressing the critical need to eliminate fatalities resulting from workers entering sewers and septic tanks without proper safety measures.","Sanitation, Emergency, Worker, Safety, Sewer, Septic, Training"
Rastriya Arogya Nidhi - Health Minister’s Cancer Patient Fund,https://www.myscheme.gov.in/schemes/hmcpf,"A scheme to provide financial assistance to poor patients living below poverty line and suffering from cancer, for their treatment at 27 Regional cancer centers (RCCs).","BPL, Cancer Treatment"
"108, Emergency Ambulance Service - Uttarakhand",https://www.myscheme.gov.in/schemes/108easuk,"The scheme aims to provide timely emergency medical assistance by transporting patients to hospitals and offering essential first aid through a free, state-wide ambulance service accessible by calling 108.","Patient, 108, Emergency, Ambulance Service"
AFFDF-Financial Assistance For Treatment Of Serious Diseases To Non Pensioner Ex-Servicemen (All Ranks)/Widows,https://www.myscheme.gov.in/schemes/affdf-serious-disease-treatment,"A scheme to provide financial assistance to a non-pensioner Ex-Servicemen of all ranks and widows to meet medical expenses related to treatment of approved serious diseases like cancer, renal failure, knee replacement and heart surgery.","Ex-Servicemen, Widow Of Ex-Servicemen, Serious Disease Treatment"
AVYAY - National Action Plan for Senior Citizens: Health and Shelter for Senior Citizens,https://www.myscheme.gov.in/schemes/avyay-napsc-hssc,"The scheme aims to improve the quality of life of Senior Citizens, particularly those who are indigent, by providing basic amenities like shelter, food, medical care and entertainment opportunities. The scheme provides financial assistance for projects such as maintenance of Senior Citizen Homes.","Shelter, Healthcare, Welfare, Senior Citizen, Health"
AYUSH Health and Wellness Centre - Ayushman Bharat Yojana,https://www.myscheme.gov.in/schemes/ahwc,"The scheme aims to provide accessible, affordable, and holistic healthcare services based on Ayurveda, Yoga, Unani and Homeopathy systems to people of all age groups.","AYUSH, Health And Wellness, Yoga, Medicinal Plants, Ayurvedic, Unani, Homeopathy"
Aama Kuni Pilaa,https://www.myscheme.gov.in/schemes/akpod,"The scheme aims to focus on early stimulation and responsive parenting in the best interest of each child from 0-3 years. The scheme envisages promoting parent-led, home-based, joyful child-friendly learning by creating an early stimulating environment at the household level.","Kuni Calendar, Childcare, Toy Kit, Training, Capacity Building, ICDS"
Ayurswasthya Yojana: AYUSH for Sports Medicine,https://www.myscheme.gov.in/schemes/asyasm,The scheme-component aims to promote AYUSH interventions for the treatment and rehabilitation of sports injuries and to enhance health and fitness among sports persons.,"Sports Medicine, AYUSH Intervention, Athlete Health, Sports Injury Treatment, Rehabilitation, Fitness Promotion"
Ayurswasthya Yojana: Up-gradation of Facilities to Centre of Excellence (CoE),https://www.myscheme.gov.in/schemes/asycoe,"The scheme-component aims to support the establishment and up-gradation of reputed institutions to Centres of Excellence for strengthening AYUSH education, research, innovation, and advanced healthcare services.","Centre Of Excellence, AYUSH Infrastructure, Tertiary Healthcare, Institutional Upgradation"
Ayurswasthya Yojana: AYUSH and Public Health,https://www.myscheme.gov.in/schemes/asyaph,"The scheme-component aims to promote AYUSH-based interventions to improve community health outcomes by supporting preventive, promotive, curative, and rehabilitative healthcare services.","AYUSH, Public Health Intervention, Community Health Care"
Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,https://www.myscheme.gov.in/schemes/ab-pmjay,"AB PM-JAY is a health insurance scheme for low-income families in rural and urban areas. The scheme aims to provide affordable healthcare facilities to the Poor. It is the largest health assurance scheme in the world which aims at providing a health cover of ₹5,00,000/- per family per year.","Health, Insurance, Cashless Treatment, Hospitalization Cover"
"Awareness Programme on Child/Human Trafficking, Family Planning, Legal Awareness, Health etc.",https://www.myscheme.gov.in/schemes/apchtfplahe,"The scheme aims to generate awareness among the Tea Tribes and Adivasi community regarding child/human trafficking, family planning, legal awareness, and health. It generates awareness benefits for the Tea Tribes and Adivasi community through Non-Governmental Organizations proposals.","Health, Legal, Child, Family, Alcoholism, Mortality"
Bal Sakha Yojana,https://www.myscheme.gov.in/schemes/bsy,"Under this scheme, all babies born to BPL mothers in the State (approximately 3,00,000 births per annum) will be covered for neonatal care by partnering pediatricians, including care in their Neonatal Intensive Care Unit (level 2 ) at no cost to the beneficiary.","Bal Sakha, Child Protection, Child Health, Primary Healthcare Services, National Health Mission"
Bal Shakti Yojana,https://www.myscheme.gov.in/schemes/bsymp,"The scheme aims to reduce severe malnutrition and child mortality by providing free institutional care, diet, and medical treatment to severely malnourished children below 5 years of age.","Childcare, Medical, Diet, Rehabilitation"
Bal Swasthya Karyakram - Uttarakhand,https://www.myscheme.gov.in/schemes/chpuk,"This initiative aims to ensure the survival, healthy growth, and overall well-being of children aged 0–5 years by providing accessible, comprehensive and quality healthcare services.","Child, Newborn, Childcare, Health"
Aswasakiranam,https://www.myscheme.gov.in/schemes/ak,"Aswasakiranam Scheme envisages assisting the caregivers of physically and mentally disabled bedridden patients, who are their family members or relatives. All those who have been providing caregiving service to patients since 02/08/10 will be paid monthly assistance with retrospective effect.","Mentally Disabled, Financial Assistance, Physically Disabled, Money Assistance"
Atal Mission For Rejuvenation And Urban Transformation,https://www.myscheme.gov.in/schemes/amrut,"Providing basic services (e.g. water supply, sewerage, urban transport) to households and building amenities in cities which will improve the quality of life for all, especially the poor and the disadvantaged is a national priority.","Basic Services, Parks, Green Space, Urban Transport, Non-Motorized, Sewerage, Septage Management, Storm Water, Drainage"
Atal Sneh Yojana,https://www.myscheme.gov.in/schemes/asyg,"Gujarat Chief Minister Shri Vijay Rupani here today announced the Atal ‘Screening of Newborn for Enhancement of Health’ (SNEH) Yojna to be started in the state from the former Prime Minister Atal Behari Vajpayee’s birthday on December 25, 2016.","Atal Sneh, Newborn Child, Health, Gujarat"
Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana: Accidental Injuries,https://www.myscheme.gov.in/schemes/bsakai,"The component “Accidental Injuries” under the “Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana” launched by the Labour Resources Department, Bihar, provides financial assistance to the workers or craftsmen in case of accidental injuries.","Social Security, Unorganised Worker, Craftsmen, Accidental Injuries, Medical Assistance"
Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana: Accidental Death,https://www.myscheme.gov.in/schemes/bsakad,"The component “Accidental Death” under the “Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana” launched by the Labour Resources Department, Bihar, provides financial assistance of ₹1,00,000/- to the families of workers or craftsmen in case of accidental death.","Social Security, Unorganised Worker, Craftsmen"
Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana: Medical Assistance for Incurable Diseases,https://www.myscheme.gov.in/schemes/bsakmaid,"“Medical Assistance for Incurable Diseases” under the “Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana” by the Labour Resources Dept., provides financial assistance ranging from ₹7,500/- to ₹30,000/- to workers or craftsmen suffering from incurable diseases.","Social Security, Unorganised Worker, Craftsmen, Incurable Diseases, Medical Assistance"
Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana: Permanent Partial Disability,https://www.myscheme.gov.in/schemes/bsakppd,"“Permanent Partial Disability” under the “Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana” launched by the Labour Resources Dept, Bihar, provides financial assistance of ₹37,500/- to the families of workers or craftsmen in case of permanent partial disablement.","Social Security, Unorganised Worker, Craftsmen, Permanent Partial Disability"
Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana: Total Permanent Disability,https://www.myscheme.gov.in/schemes/bsaktpd,"“Total Permanent Disability” under the “Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana” launched by the Labour Resources Department, Bihar, provides financial assistance of ₹75,000/- to the families of workers or craftsmen in case of permanent disablement.","Social Security, Unorganised Worker, Craftsmen"
Biju Swasthya Kalyan Yojana,https://www.myscheme.gov.in/schemes/bsky-chcsgh,"Biju Swasthya Kalyan Yojana (BSKY) has been launched by the Department of Health and Family Welfare, Government of Odisha as a path-breaking program to provide universal health coverage, with special emphasis on the health protection of vulnerable families and women.","Healthcare, Smart Health Card, Financial Protection"
Cancer Suraksha Scheme,https://www.myscheme.gov.in/schemes/css,The Government of Kerala launched the “Cancer Suraksha Scheme” on 1st November 2008 for children below the age of 18 who suffer from cancer and belong to such families which are too poor to afford treatment. This scheme was launched under Kerala Social Security Mission.,"Cancer, Patients, Free Treatment, BPL, Hospital"
Cancer Day Care Centre - Uttarakhand,https://www.myscheme.gov.in/schemes/cdccuk,"The scheme aims to ensure early detection & timely treatment of cancer by providing accessible & affordable healthcare services within the state. Under this initiative, free screening for common cancers such as oral, breast, & cervical cancer is being conducted across all districts of Uttarakhand.","Cancer, Day Care Centre, Cancer Patient, Chemotherapy"
Andaman & Nicobar Islands Scheme for Health Insurance,https://www.myscheme.gov.in/schemes/anishi,The Health Insurance (ANISHI) shall provide cashless treatment upto Rupees 5 Lakhs per patients per illness which include indoor and outdoor treatments.,"ANISHI, Health, Insurance, Cashless Treatment, Patient"
Annual Medical Assistance Scheme (BBOCWWB),https://www.myscheme.gov.in/schemes/amapbbocwwb,"The ""Annual Medical Assistance Scheme"" by the Bihar Building & Other Construction Workers Welfare Board, Labour Resources Department, Government of Bihar, provides a yearly financial assistance of ₹3,000/- to the construction workers who are registered with the Board.","Construction, Labour, Medical, Worker, Financial Assistance"
Aravanaippu Illam,https://www.myscheme.gov.in/schemes/aillam,"The scheme “Aravanaippu Illam"" was launched by the Department of Social Welfare, Government of Puducherry. The objective of this scheme is to take care of persons who are lacking basic needs & proper care in society, and to maintain them in a safe living condition.","Disability, Food, Shelter, Medical, Clothes"
Asangathit Karmakaar Mrtyu Evan Divyaang Sahaayata Yojana,https://www.myscheme.gov.in/schemes/akmeds,"Chhattisgarh State Government started a scheme ""Asangathit Karmakaar Mrtyu Evan Divyaang Sahaayata Yojana "" for unorganized worker on 09 December 2019.","Financial Assistance, Family Benefits, Empowerment"
Asangathit Karmakar Gambhir Bimari Chikitsa Sahayata Yojana,https://www.myscheme.gov.in/schemes/akgbcsy,"Chhattisgarh State Government started a scheme ""Asangathit Karmakar Gambhir Bimari Chikitsa Sahayata Yojana"" for unorganized worker on 28 April 2012.","Medical Treatment, Financial Assistance, Serious Illness"
Asangathit Karmakar Prasuti Sahayata Yojana,https://www.myscheme.gov.in/schemes/akpsy,"Chhattisgarh State Government started a scheme ""Asangathit Karmakar Prasuti Sahayata Yojana"" for unorganized worker on 10 April 2018.","Financial Assistance, Delivery Assistance, Empowerment"
Assam Arogya Nidhi Scheme,https://www.myscheme.gov.in/schemes/aan,The scheme “Assam Arogya Nidhi Scheme” is a yearly Financial Assistance Scheme provided as reimbursement to members of families whose yearly income is less than ₹5.00 lakhs for treatment of serious diseases including accident cases.,"Hospital, Treatment, Accidental Case, Diseases, Financial Assistance"
Assistance For Delivery / Miscarriage Of Pregnancy / Termination Of Pregnancy To Female Differently Abled Person,https://www.myscheme.gov.in/schemes/admptpfdap,"The Government of Tamil Nadu introduced ""Assistance for Delivery/Miscarriage of Pregnancy/Termination of Pregnancy to Female Differently Abled Person.","Female, Delivery, Miscarriage, Pregnancy, Differently Abled Person"
Assistance For Major Ailments (Karmika Chikitsa Bhagya) (K.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/amakcbkassistance-for-major-ailments-karmika-chikitsa-bhagya-kbocwwb,"The ""Assistance For Major Ailments (Karmika Chikitsa Bhagya)'' by the BOCW Welfare Board, Department of Labour, Karnataka, is a welfare scheme that provides financial support to registered construction workers and their dependents for medical expenses related to specified major ailments.","Labour, Building Worker, Construction Worker, Ailments, Medical Assistance"
Assistance For Purchase of Aids/Appliances,https://www.myscheme.gov.in/schemes/afpoaa,"The ""Assistance for Purchase of Aids/Appliances"" scheme is to provide support to individuals with disabilities by facilitating access to assistive devices and appliances.","Disability, Aids Appliances, Financial Assistance, Handicapped"
Assistance Scheme for Occupational Diseases (GBOCWWB),https://www.myscheme.gov.in/schemes/asodgbocwwb,The “Assistance Scheme for Occupational Diseases” has been implemented by the Gujarat Building and Other Construction Worker’s Welfare Board (GBOCWWB) to provide financial assistance to registered construction workers for 15 types of occupational diseases and 23 types of serious injuries.,"Occupational Diseases, Injuries, Construction Worker, Building Worker, Labour, Financial Assistance, Free Medical Treatment"
Aastha Yojana,https://www.myscheme.gov.in/schemes/asr,"The scheme aims to provide BPL-equivalent benefits to families with two or more specially-abled members. Under this scheme, eligible families receive free medical treatment, ration supplies, and other welfare benefits.","Persons With Disabilities, Medical Treatment, Ration, Welfare Benefits, PwD, Astha Card"
Accident Assistance (K.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/kaabocwwb,"The ""Accident Assistance'' by the BOCW Welfare Board, Department of Labour, Karnataka, is a welfare scheme that aims to provide compensation of a certain amount both from the employer and the Board.","Labour, Building Worker, Construction Worker, Accident, Disability, Death Benefit"
Nirman Shramik Jeevan va Bhavishya Suraksha Yojana,https://www.myscheme.gov.in/schemes/nsjbsy,"The scheme ""Nirman Shramik Jeevan va Bhavishya Suraksha Yojana"" aims to provide financial security and social protection through insurance and pension benefits to registered construction workers and their families. Benefits under various flagship schemes are provided.","Medical, Insurance, Health, Labor, Premium, Construction, Pension"
Dikri Development Scheme-DNH&DD,https://www.myscheme.gov.in/schemes/dds,"The scheme aims at “Saving girls” as the primary objective and to improve the Sex Ratio at birth. Through this scheme, money is deposited in the name of the girl child under the LIC Single Premium Endowment Plan for the first two living girl children.","Girl Child Financial Security, Institutional Delivery Promotion, DBT"
Mission Vatsalya-DNH&DD,https://www.myscheme.gov.in/schemes/vatsalya-dnhanddd,"Scheme Target for safety, happy childhood for every child by focusing on child protection, welfare, and development. It aims to support children in need of care (CNCP) and conflict with the law (CCL) through family-based non-institutional care, strengthening statutory bodies (like CWCs) and ensuring","Central Adoption Resource Authority, Children Homes, Shisu Gruh Specilized Adoption Agency, Open Shelter Home, Child Helpline"
Dharti Aaba Janjatiya Gram Utkarsh Abhiyaan,https://www.myscheme.gov.in/schemes/dajgua,"The scheme ensures holistic and sustainable development of tribal communities, building on PMJANMAN. It promotes inter-ministerial convergence across 17 ministries with 25 focused interventions. Gap analysis by departments guides need-based funding to bridge development gaps effectively.",Dharti Aaba Janjatiya Gram Utkarsh Abhiyaan
Chief Minister Arogya Arunachal Yojana,https://www.myscheme.gov.in/schemes/cmaay,"The scheme aims to accord quality and cashless healthcare services to the indigenous people of the state and government employees and reduce out-of-pocket (OOP) expenses during major illness and hospitalization, thereby envisaging universal healthcare for all sections of society.","Health, Medical, Hospital, Surgery, Patient"
Compensation for Human Death or Injury Caused by Wild Animals,https://www.myscheme.gov.in/schemes/chdicbwa,The scheme aims to provide financial relief to victims or families affected by wild animal attacks in both urban and rural areas through timely monetary compensation.,"Financial Assistance, Deceased, Injured, Wild Animal"
Dai Didi Mobile Clinic Scheme,https://www.myscheme.gov.in/schemes/ddmcs,"Government of Chhattisgarh state, started a scheme named ""Dai Didi Clinic Scheme"" in 2020.","Free Treatment, Medicine, Women Health"
Day Care - cum - Recreation Centre and Physiotherapy Unit,https://www.myscheme.gov.in/schemes/dccrcpu-giapsca,"Through the scheme “Day Care - cum - Recreation Centre and Physiotherapy Unit"" under ""Grant-in-Aid to Pondicherry Society for the Care of the Aged (PONCARE)"", the senior citizens are provided free physiotherapy given by the physiotherapist, as advised by the doctors.","Senior Citizen, Social Welfare, Physiotherapy, Recreation, Daycare"
Financial Assistance Scheme for Dependents of Deceased Journalists and Litterateurs - Rajasthan,https://www.myscheme.gov.in/schemes/fasfjd,"The scheme aims to provide financial support to the dependents of deceased journalists and litterateurs in situations such as medical emergencies, unemployment, or when there is no other source of income.","Financial Assistance, Journalist, Litterateur, Medical Assistance, Deceased Journalists, Dependent"
Financial Assistance for ANM/GNM/Technical Courses,https://www.myscheme.gov.in/schemes/faanmgnmtc,"The scheme aims to provide assistance to the youths of the Tea Tribes and Adivasi Community for training in job-assured technical and professional Diploma and Degree courses. It supports training for courses like ANM, GNM, and Para-Medical, with a minimum duration of one year.","Health, Financial Assistance, Medical, Skill, Training, Nurse"
Employee Health Scheme,https://www.myscheme.gov.in/schemes/ehsap,"The Employee Health Scheme (EHS) is a government-run health scheme in Andhra Pradesh, providing cashless treatment at network hospitals for government employees, pensioners, and their families under the Dr. YSR Aarogyasri Healthcare Trust.","Health Coverage, Government Employees, Cashless Treatment, Pensioners, Hospitalisation"
Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana: Accidental Injuries,https://www.myscheme.gov.in/schemes/bsakai,"The component “Accidental Injuries” under the “Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana” launched by the Labour Resources Department, Bihar, provides financial assistance to the workers or craftsmen in case of accidental injuries.","Social Security, Unorganised Worker, Craftsmen, Accidental Injuries, Medical Assistance"
Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana: Accidental Death,https://www.myscheme.gov.in/schemes/bsakad,"The component “Accidental Death” under the “Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana” launched by the Labour Resources Department, Bihar, provides financial assistance of ₹1,00,000/- to the families of workers or craftsmen in case of accidental death.","Social Security, Unorganised Worker, Craftsmen"
Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana: Medical Assistance for Incurable Diseases,https://www.myscheme.gov.in/schemes/bsakmaid,"“Medical Assistance for Incurable Diseases” under the “Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana” by the Labour Resources Dept., provides financial assistance ranging from ₹7,500/- to ₹30,000/- to workers or craftsmen suffering from incurable diseases.","Social Security, Unorganised Worker, Craftsmen, Incurable Diseases, Medical Assistance"
Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana: Permanent Partial Disability,https://www.myscheme.gov.in/schemes/bsakppd,"“Permanent Partial Disability” under the “Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana” launched by the Labour Resources Dept, Bihar, provides financial assistance of ₹37,500/- to the families of workers or craftsmen in case of permanent partial disablement.","Social Security, Unorganised Worker, Craftsmen, Permanent Partial Disability"
Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana: Total Permanent Disability,https://www.myscheme.gov.in/schemes/bsaktpd,"“Total Permanent Disability” under the “Bihar Shatabdi Asangathit Karyakshetra Kamagaar Evan Shilpakar Samajik Suraksha Yojana” launched by the Labour Resources Department, Bihar, provides financial assistance of ₹75,000/- to the families of workers or craftsmen in case of permanent disablement.","Social Security, Unorganised Worker, Craftsmen"
Biju Swasthya Kalyan Yojana,https://www.myscheme.gov.in/schemes/bsky-chcsgh,"Biju Swasthya Kalyan Yojana (BSKY) has been launched by the Department of Health and Family Welfare, Government of Odisha as a path-breaking program to provide universal health coverage, with special emphasis on the health protection of vulnerable families and women.","Healthcare, Smart Health Card, Financial Protection"
Cancer Suraksha Scheme,https://www.myscheme.gov.in/schemes/css,The Government of Kerala launched the “Cancer Suraksha Scheme” on 1st November 2008 for children below the age of 18 who suffer from cancer and belong to such families which are too poor to afford treatment. This scheme was launched under Kerala Social Security Mission.,"Cancer, Patients, Free Treatment, BPL, Hospital"
Financial Assistance for ANM/GNM/Technical Courses,https://www.myscheme.gov.in/schemes/faanmgnmtc,"The scheme aims to provide assistance to the youths of the Tea Tribes and Adivasi Community for training in job-assured technical and professional Diploma and Degree courses. It supports training for courses like ANM, GNM, and Para-Medical, with a minimum duration of one year.","Health, Financial Assistance, Medical, Skill, Training, Nurse"
Employee Health Scheme,https://www.myscheme.gov.in/schemes/ehsap,"The Employee Health Scheme (EHS) is a government-run health scheme in Andhra Pradesh, providing cashless treatment at network hospitals for government employees, pensioners, and their families under the Dr. YSR Aarogyasri Healthcare Trust.","Health Coverage, Government Employees, Cashless Treatment, Pensioners, Hospitalisation"
District Central Cooperative Banks and through its Branches: For Maternity Loan through Self Help Groups,https://www.myscheme.gov.in/schemes/dccbfml,"The scheme offers financial aid to pregnant women via Self Help Groups. The loan is capped at ₹2,000/- with an interest rate of 11%, subject to changes.","Maternity Loan, Self Help Groups, Women Empowerment, Health And Wellness, Pregnancy"
Divyangjan Scholarship Scheme,https://www.myscheme.gov.in/schemes/dssmp,"""Divyangjan Scholarship Scheme"" provides financial assistance for the education and training of differently-abled children, who are regular students in a school or college. The application needs to be submitted to the District Office, Panchayat and Social Welfare / Janpad Panchayat Office.","Education, Student, Disability, Scholarship, Financial Assistance"
Doodh Sanjeevani Yojana,https://www.myscheme.gov.in/schemes/dsy-g,"The scheme aims to provide fortified, flavored, double toned pasteurized milk to students, pregnant women and lactating women. The scheme is implemented by the Anganwadi Centers and also by the Child Development Project Officers.","Child, Woman, Pregnant, Mother, Student, Milk"
Doodh Sanjivani Scheme,https://www.myscheme.gov.in/schemes/dssg,The scheme aims to enhance the nutritional health of children aged 6 months to 6 years and pregnant and lactating mothers by providing fortified flavored milk in Anganwadi centers across 20 districts in the state.,"Nutritional Support, Tribal Welfare, Child Nutrition, Pregnant Mothers"
Dr. Ambedkar Medical Aid Scheme (Revised – 2009),https://www.myscheme.gov.in/schemes/amas-haryana,"The scheme “Dr. Ambedkar Medical Aid Scheme” has been revised and implemented by the Directorate of Welfare of Scheduled Caste & Backward Classes, Government of Haryana in 2009. Under this scheme, the state government provides medical treatment facilities to patients of the SC/ST communities.","Medical Treatment, Scheduled Caste, Scheduled Tribe, Hospital, Surgery"
Dulari Scheme,https://www.myscheme.gov.in/schemes/ds-aandn,"The DULARI Scheme was implemented by the Directorate of Health Services in the Andaman and Nicobar Islands to provide incentives for newborn baby girls and to the girl children who pass Classes VIII, X, and XII.","Girl Child, New Born, Woman, Scholarship, Financial Assistance"
Durghatana Mein Chikitsa Sahaayata Yojana,https://www.myscheme.gov.in/schemes/dmcsy,"Chhattisgarh State Government started this scheme ""Durghatana Mein Chikitsa Sahaayata Yojana"" for labor workers.","Financial Assistance, Labor Workers, Accident"
Chief Minister's Comprehensive Health Insurance Scheme,https://www.myscheme.gov.in/schemes/cmchis,Chief Minister Comprehensive Health Insurance Scheme  provides quality health care to the eligible person through empanelled government and private hospitals to reduce the financial hardship to the enrolled families and move towards universal health coverage by effectively linking with public,"Cashless Medical Treatment, Health Insurance, Economically-weaker Sections, Critical Illnesses, Public And Private Sector Hospitals"
Chief Minister’s Free Cancer Chemotherapy Scheme,https://www.myscheme.gov.in/schemes/cmfccs,"The scheme “Chief Minister’s Free Cancer Chemotherapy Scheme” was launched by the Department of Health & Family Welfare, Government of Arunachal Pradesh on 1st August 2017 to tackle the growing incidences of cancer in the state.","Cancer, Patients, Medicine, Chemotherapy"
