Title,Link,Description,Tags
Bihar State Madarsa Strengthening Scheme,https://www.myscheme.gov.in/schemes/bsmssy,"The scheme was launched by the Minority Welfare Department, Govt. of Bihar, to improve quality of education in recognized Madarsas. Under this scheme, state government provides essential facilities & infrastructure to Madarsas recognized by the Bihar State Madarsa Board & other government Madarsas.","Madarsa, Infrastructure, Educational Facilities"
Amma Two Wheeler Scheme for Working Women,https://www.myscheme.gov.in/schemes/atwsfww,The Amma Two-wheeler is a scheme that will empower working women in Tamil Nadu State.,"Women, Empowerment, Two Wheeler, Loan, Banking"
Annual Tour to the Differently Abled Persons,https://www.myscheme.gov.in/schemes/atdap,"“Annual Tour to the Differently Abled Persons” was launched by the Dept of Social Welfare, Govt of Puducherry to allow the PwDs to see the places of cultural and historic importance and acquaint themselves with various aspects of our cultural heritage.","Tourism, Tour, Travel, Transport, Disability, PwD"
Asangathit Karmakar Samachar-Patr Hawker Cycle Sahayata Yojana,https://www.myscheme.gov.in/schemes/aksphssy,"Chhattisgarh State Government started a scheme ""Asangathit Karmakar Samachar-Patr Hawker Cycle Sahayata Yojana"" for unorganized worker on 10 September 2012.","Free Cycle, Empowerment, Vehicle"
Agricultural Marketing Infrastructure,https://www.myscheme.gov.in/schemes/ami,The revitalized and farmers’ income enhancing centric sub-scheme Agricultural Marketing Infrastructure (AMI) of Integrated Scheme for Agricultural Marketing (ISAM) is meant for holistic development of agricultural value chain critically focusing each linkage of post-harvest value chain.,"Agricultural Marketing, Storage Infrastructure, Promoter, Farmer"
Meghalaya Motorcaravan Scheme,https://www.myscheme.gov.in/schemes/mms,The scheme promotes alternative tourism and supports rural and eco-tourism in the state. It encourages entrepreneurship by providing financial assistance for operating motorcaravans and aims to create employment opportunities while offering unique travel experiences across Meghalaya.,"Tourist, Transport, Travel Agents, Tour Operators"
Shahari Waqf Sampatti Vikas Yojana,https://www.myscheme.gov.in/schemes/swsvy,"Under the scheme, interest free loan to Waqf Boards (WBs)/waqf institutions is granted to various Waqf Boards and Waqf Institutions in the country for construction of economically viable buildings on the Waqf land, such as commercial complex, marriage halls, hospitals, cold storage etc..","Waqf Boards, Interest Free Loan, Waqf Institutions, Waqf Property, Grant In Aid"
Cycle Anudaan Yojana,https://www.myscheme.gov.in/schemes/say,"A labor department initiated a scheme ""Cycle Anudan Yojana' in 2018 for the construction worker of Madhya Pradesh and provide them financial assistance for cycle.","Cycle, Workers, Financial, Transportation"
Financial Assistance For Renovation And Special Repair Works To Hindu Religious Institutions Situated In Economically Weaker Section Areas / Adi-Dravidar Colonies,https://www.myscheme.gov.in/schemes/farsrwhrisewsaadc,"The scheme aims to provide one-time financial assistance of ₹2,50,000/- for renovation and special repairs, specifically targeting the purchase of building materials. The intended beneficiaries are Hindu religious institutions situated in Economically Weaker Section Areas or Adi-Dravidar Colonies.","Temple, Renovation, Repair, Building, Infrastructure"
Financial Assistance To Institutions/Societies Belonging To Scheduled Castes/Backward Classes,https://www.myscheme.gov.in/schemes/faisbscbc,"The scheme “Financial Assistance to Institutions/Societies Belonging to Scheduled Castes/Backward Classes” was launched by the Department of Welfare of Scheduled Castes & Backward Classes, Government of Haryana.","Institution, Society, Financial Assistance, Scheduled Caste, Backward Class, Construction Of Building"
ECCE (Early Childhood Care and Education),https://www.myscheme.gov.in/schemes/ecceuk,"The scheme provides quality early childhood care, development, and pre-primary education for children between the ages of 3 to 6 years. The scheme ensures safe, child-friendly infrastructure with furniture, TLM, & facilities in co-located Anganwadi centres within government school premises.","Childhood Care, Child Education, Samagra Shiksha, Child Development, Pre-School"
E-YUVA Scheme: E-YUVA Centers,https://www.myscheme.gov.in/schemes/e-yuvase-yuvac,E-YUVA Centers are housed within the University/Institute set-up. It acts as an anchor and extends requisite support and mentoring to students. Each EYC has a BIRAC-supported pre-incubation space which offers infrastructure and equipment for basic research and experimentation by selected students.,"E-YUVA, Centers, University, Institution, Bio-incubator, Infrastructure, Equipment"
Establishment of Cow Shelters,https://www.myscheme.gov.in/schemes/gksu,"The scheme aims to provide proper shelter and care to unprofitable, abandoned, or roaming cattle by supporting eligible organizations in establishing and maintaining cow shelters with financial assistance from the state government.","Cow Shelter, Livestock, Gausadan, Construction Of Cowshed"
Fair Recreational Activity and Non-Competitive Involvement in Sports Urban Connect Scheme (F.R.A.N.C.I.S Urban Connect Scheme),https://www.myscheme.gov.in/schemes/francis,"""Fair Recreational Activity and Non-Competitive Involvement in Sports Urban Connect Scheme (F.R.A.N.C.I.S Urban Connect Scheme)"" aims to provide safe play areas for healthy recreation and sports to urban communities. Assistance is provided to develop safe play areas in urban spaces.","Recreation, Urban, Sports, Playground"
Bihar State Madarsa Strengthening Scheme,https://www.myscheme.gov.in/schemes/bsmssy,"The scheme was launched by the Minority Welfare Department, Govt. of Bihar, to improve quality of education in recognized Madarsas. Under this scheme, state government provides essential facilities & infrastructure to Madarsas recognized by the Bihar State Madarsa Board & other government Madarsas.","Madarsa, Infrastructure, Educational Facilities"
District Central Cooperative Banks and through its Branches: Small Road Transport Operators Loan (SRTO Loan),https://www.myscheme.gov.in/schemes/dccbsrto,"The scheme aims to provide financial support to small-scale road transport operators through loans up to ₹10,00,000/- with 13% rate of interest.","Financial Assistance, Infrastructure"
District Innovation And Challenge Fund,https://www.myscheme.gov.in/schemes/dicf,"The objectives of the ""District Innovation and Challenge Fund (DICF)"" are to Instill a sense of competitiveness amongst the Deputy Commissioners for developmental interventions, and to bring innovation in the design, planning, and implementation of critical infrastructure.","Infrastructure, Innovation, Development, Policy"
Dr. B. R. Ambedkar’s Electric Auto (e-Auto) Subsidy Scheme,https://www.myscheme.gov.in/schemes/dbraeass,"The scheme aims to socially and economically empower Scheduled Caste / Scheduled Tribe women by supporting them in income-generating activities through electric autos. It provides a subsidy up to 75% of the cost (maximum ₹3,00,000/-) for electric autos to Scheduled Caste / Scheduled Tribe women.","Subsidy, Women, Scheduled Caste, Scheduled Tribe, Transport"
Dr. B.R. Ambedkar’s Yatra Scheme to visit the places connected with Dr. B.R. Ambedkar’s life in India,https://www.myscheme.gov.in/schemes/dbrasvpcdbrali,"The scheme aims to assist the people who want to visit the places connected with Dr. B.R. Ambedkar’s life in India. It provides comprehensive financial assistance, with all expenses for the tour programme fully borne by the Department, targeting SC/ST applicants of Puducherry.","Scheduled Caste, Scheduled Tribe, Travel, Pilgrimage, Transport"
Chief Ministers Green Taxi Scheme,https://www.myscheme.gov.in/schemes/cmgta,"The scheme promotes clean mobility and electric vehicle adoption in the Greater Shillong Planning Area, while supporting green entrepreneurship and sustainable transport through financial incentives.","Green Taxi, Vehicle, EMI, Subsidy, Electric Vehicle EV"
Development Of Playfield Under CMSGUY,https://www.myscheme.gov.in/schemes/dp-cmsguy,"""Development of Playfield"" is an Infrastructure Development Scheme by the Assam Youth Development Mission Society (AYDMS) formed under CMSGUY Scheme. It has been decided to develop 500 Football Playfields during 2017-18 in the first phase of operation of the scheme.","Infrastructure, Development, School"
Intensive Fisheries Development Programme - Subsidy on Commercial Four-Wheeler Vehicles,https://www.myscheme.gov.in/schemes/socfwv,"The scheme aims to strengthen the fisheries value chain by providing transportation support to fish farmers. Under this scheme, eligible fish farmers receive a subsidy of 25% of the actual cost on the purchase of a commercial four-wheeler vehicle used for fisheries-related activities.","Subsidy, Four-wheeler, Fishermen, Fish Transportation, Commercial Vehicle"
Issue of Free Bus Pass to Differently Abled Person,https://www.myscheme.gov.in/schemes/ifbpdap,"The scheme “Issue of Free Bus Pass to Differently Abled Person” was launched by the Department of Social Welfare, Government of Puducherry. The scheme provides free bus passes to all the differently abled persons to facilitate their mobility/transport in buses run by the Government and NGOs.","Bus, Pass, Transport, Road, Disability"
Incentive Scheme for Establishment of New Super Specialty Hospital in Private Sector,https://www.myscheme.gov.in/schemes/isensshps,"The scheme offers financial incentives (capital subsidy, interest subvention, and electricity duty reimbursement) to private/NGO entities establishing new super specialty hospitals (50+ beds) in Gujarat, targeting underserved areas.","Hospital, Health, Incentive, Medical, Subsidy"
Infrastructure and Technology Support,https://www.myscheme.gov.in/schemes/iats,"The sub-scheme “Infrastructure and Technology Support” aims to develop world-class infrastructure in the country to support handicraft production, enhance product quality, and reduce costs to enable it to compete in the global market.","Infrastructure, Technology Support, Handicraft, Marketing And Sourcing Hub"
"Information, Monitoring, Evaluation and Social Audit (I-MESA): Central Smart Surveillance Unit (CSSU)",https://www.myscheme.gov.in/schemes/i-mesa-cssu,The component aims to establish a Central Smart Surveillance Unit for continuous remote supervision of all Central Government-funded Grant-in-aid institutions and Training and Coaching centres using Closed-Circuit Television cameras and electronic devices.,"Institution, Surveillance, Monitoring, Supervision, Grant"
Gramodhyog Vikas Kendra,https://www.myscheme.gov.in/schemes/gvk,"The scheme aims to provide infrastructure facilities at village level to artisans through Common Facility Centers. Registered Non-Governmental Organizations, cooperative societies and trusts receive financial assistance up to ₹13,00,000/- for building infrastructure, training, equipment, etc.","Artisan, Infrastructure, Village, NGO, Training, Marketing"
Go-Green Shramik Scheme (GBOCWWB),https://www.myscheme.gov.in/schemes/ggssgbocwwb,"Under the scheme, a one-time subsidy will be provided on the purchase of electric two-wheelers to construction workers who are registered with the Gujarat Building and Other Construction Worker’s Welfare Board.","Go-Green, Building Worker, Construction Worker, Subsidy, Labour, Two-Wheeler"
Grant In Aid Hostels,https://www.myscheme.gov.in/schemes/giah,"The scheme aims to provide boarding and lodging facilities to tribal students who wish to pursue primary, secondary and higher secondary education. Free lodging and boarding facilities are provided to intended beneficiaries who are students studying in standards 5th to 12th.","Student, Scheduled Tribe, Hostel, Education, Grant"
Grant for Incubation Centers within Educational Institutes Scheme,https://www.myscheme.gov.in/schemes/giceis,"“Grant for Incubation Centers within Educational Institutes Scheme” is for the educational institutes in Goa, affiliated with a recognized public university. They can avail of a one-time grant towards capital expenses for setting up an incubator within their institute campuses.","Incubation, Startup, Entrepreneurship, Institution, Grant"
Free Bus Pass for Media Persons,https://www.myscheme.gov.in/schemes/fbpmp,"""Free Bus Pass for Media Persons"" scheme by the Dept of Information & Publicity, Puducherry, aims to provide a free bus pass facility to media persons working in Puducherry in Puducherry Road Transport Corporation buses (except town buses) to undertake journeys for their professional requirements.","Bus, Road, Transport, Travel, Media"
Free Training for Vehicle Drivers,https://www.myscheme.gov.in/schemes/ftvd,"The scheme aims to improve the driving skills and employability of Scheduled Caste (SC) and Scheduled Tribe (ST) candidates by providing free, high-quality driving training, thereby reducing road accidents and promoting self-employment opportunities.","Free Training, Scheduled Caste, Scheduled Tribe, Driving Skills, Self-employment, Vehicle Driver"
GROUP WORKSHED SCHEME,https://www.myscheme.gov.in/schemes/gws,"The objective of the scheme is to facilitate the establishment of worksheds for shuttleless looms in an existing or new cluster, which will provide the required scale of economy for business operations.","New Cluster, Business Operations, Powerloom, Weaving"
GST Exemption Certificate Scheme,https://www.myscheme.gov.in/schemes/gstecs,"""GST Exemption Certificate Scheme"" has been introduced by the Dept. of Heavy Industries, for issuing certificates to Persons with Disabilities (PwDs) having a disability percentage equal to or greater than 40%. The scheme provides GSC Concession to orthopedically disabled persons on purchase of car.","GST, Person With Disability, PwD, Concession, Certificate, Car"
Grant of Fuel Subsidy to Differently Abled Persons Who Are Owning Motorised Vehicles,https://www.myscheme.gov.in/schemes/gfsdapomv,"The scheme “Grant of Fuel Subsidy to Differently Abled Persons Who Are Owning Motorised Vehicles” by the Department of Social Welfare, Government of Puducherry was introduced to provide a subsidy of upto 50 % of the cost of fuel to persons with disability who own motorised vehicles.","Motor, Vehicle, Disability, PwD, Subsidy, Fuel"
Grant of Subsidy For Setting up of Ice-Plant /Cold Storage/Fish Processing Unit,https://www.myscheme.gov.in/schemes/gsis-icfsfpu,"This scheme aims to preserve fish and fishery products by facilitating the establishment of Ice Plant-cum-Cold Storage Units and Fish Processing Units. Through this scheme, eligible beneficiaries can avail a 10% subsidy.","Fish, Plant, Grant, Subsidy, Financial Assistance"
Grant of Subsidy for Purchase of 'Electric Vehicles' to Consumers in State of Goa,https://www.myscheme.gov.in/schemes/gspevcsg,"The scheme provides financial assistance in the form of a subsidy for the purchase or conversion of Electric two-wheelers, three-wheelers, and four-wheelers, along with scrapping incentives for old vehicles, incentives for local manufacturing in Goa, and low-cost loans provided by CESL.","Subsidy, Vehicle, Consumer, Incentive, Transport"
Grant of Subsidy for Purchase of Mobile Sea Food Van,https://www.myscheme.gov.in/schemes/gspmsfv,"The scheme aims to provide the beneficiary with a mobile seafood van. This van, financed through a combination of bank loan and departmental subsidy (25% and 75%, respectively), is intended for the sale of fresh and processed fish and fishery products in areas not served by regular markets.","Fish, Subsidy, Fisherman, Grant, Transport"
Grant of Transport Allowance to Differently Abled Persons,https://www.myscheme.gov.in/schemes/gtadap,"The scheme “Grant of Transport Allowance to Differently Abled Persons"" was launched by the Department of Social Welfare, Government of Puducherry. In this scheme, a fixed sum ₹ 300/- per month shall be paid as Transport Allowance to the differently abled individuals.","Transport, Allowance, Disability, PwD"
Grant-in-aid Scheme to Village Education Committees/Urban Education Committees for minor repairs of Government School buildings,https://www.myscheme.gov.in/schemes/gsvec,"""Grant-in-aid Scheme to Village Education Committees/Urban Education Committees for minor repairs of Government School buildings"" was introduced by the Directorate of Education, Goa. The scheme provides grant-in-aid to address urgent minor repairs required in Government School buildings.","School, Building, Repair, Village, Urban"
Gujarat State Electric Vehicle Policy,https://www.myscheme.gov.in/schemes/gsevp,The policy aims to transition Gujarat's transportation sector towards electric mobility and establish the state as a manufacturing hub for electric vehicles. It provides subsidies for electric vehicle purchases and charging infrastructure development to promote sustainable transportation.,"Vehicle, Manufacturing, Subsidy, Infrastructure, Transport, Technology, Environment"
HRIDAY: Heritage City Development & Augmentation Yojana,https://www.myscheme.gov.in/schemes/hriday,"Launched on 21st January 2015, the scheme ""National Heritage City Development and Augmentation Yojana"", also known as ""HRIDAY"" is a central sector scheme by the Ministry of Tourism. The scheme was introduced to bring together urban planning, economic growth, and heritage conservation.","Implementation, Heritage, Infrastructure, Cultural, Tourism"
Jharkhand Petrol Subsidy Scheme,https://www.myscheme.gov.in/schemes/jpss,"The scheme ""Petrol Subsidy Scheme"" implemented by the Food, Public Distribution & Consumer Affairs Department, Government of Jharkhand, aims to provide a petrol subsidy of ₹250 per month for two-wheelers to eligible NFSA/Jharkhand State Food Security Scheme beneficiaries.","Subsidy, Petrol, Rural, Two-wheelers"
Financial Assistance for Purchase of Battery Operated Vehicles,https://www.myscheme.gov.in/schemes/fapbov,"The scheme aims to provide financial assistance to eligible residents of Puducherry for the purchase of Battery-Operated vehicles. The scheme provides financial support, including an investment subsidy of ₹80,000/- provided by the Ministry of New and Renewable Energy, Govt. of India.","Investment, Vehicle, Battery, Subsidy, Loan"
Motor Vehicle Driver-Conductor Welfare Scheme- Gratuity Assistance in case of Death,https://www.myscheme.gov.in/schemes/mvdcws-gad,The scheme aims to provide social security to registered drivers and conductors by offering gratuity assistance for funeral expenses to families in the event of an accidental death.,"Financial Assistance, Death, Driver, Conductor, Family, Funeral"
Motor Vehicle Driver-Conductor Welfare Scheme- Marriage Assistance,https://www.myscheme.gov.in/schemes/mvdcws-ma,The scheme aims to provide monetary support for the marriage of daughters of registered drivers and conductors.,"Financial Assistance, Marriage, Driver, Conductor, Daughter"
Motor Vehicle Driver-Conductor Welfare Scheme- Chief Minister Self-Employment Scheme for Drivers/Conductors,https://www.myscheme.gov.in/schemes/mvdcws-cmsesdc,This scheme aims to support self-employment for registered drivers and conductors by providing financial assistance for the purchase of vehicles to eligible beneficiaries.,"Financial Assistance, Scheduled Caste, Scheduled Tribe, Other Backward Class, Interest Subsidy, Driver, Conductor"
Motor Vehicle Driver-Conductor Welfare Scheme- Maternity Assistance,https://www.myscheme.gov.in/schemes/mvdcws-m,This scheme provides financial assistance to eligible registered drivers and conductors to support their maternity-related needs during childbirth.,"Maternity Assistance, Child Birth, Drivers, Conductors, Paternity"
Motor Vehicle Driver-Conductor Welfare Scheme- Scholarship,https://www.myscheme.gov.in/schemes/mvdcws-s,"The scheme aims to provide scholarship support for the education of registered drivers, conductors, and their dependents.","Scholarship, Driver, Conductor, Children, Education, Student"
Motor Vehicle Driver-Conductor Welfare Scheme- Pradhanmantri Suraksha Bima Yojana,https://www.myscheme.gov.in/schemes/mvdcws-pmsby,"This scheme provides accident insurance coverage to registered drivers and conductors, offering financial protection in the event of accidental death or permanent disability.","Medical Assistance, Death, Disability, Drivers, Conductors"
Motor Vehicle Driver-Conductor Welfare Scheme- Medical Assistance,https://www.myscheme.gov.in/schemes/mvdcws-mda,"The scheme aims to provide healthcare and medical assistance to registered drivers, conductors, and their families. Medical benefits are delivered through existing state health schemes.","Financial Assistance, Medical Treatment, Driver, Conductor, Diseases"
Motor Vehicle Driver-Conductor Welfare Scheme- Sarathi Shri Award,https://www.myscheme.gov.in/schemes/mvdcws-ssa,"The scheme aims to provide one of the state's best driver ""Sarathi Shri"" award, which includes a cash prize, a certificate of appreciation, and a trophy.","Driver, Motor Vehicle, Award, Cash Prize"
Motor Vehicle Driver-Conductor Welfare Scheme- Training and Rehabilitation in Case of Permanent Disability due to Accident,https://www.myscheme.gov.in/schemes/mvdcws-trpda,The scheme aims to rehabilitate drivers and conductors who suffer permanent disability due to accidents by providing skill training for alternative employment to the beneficiaries.,"Permanent Disability, Accident, Training, Rehabilitation, Drivers, Conductors"
Mhaji Bus Scheme,https://www.myscheme.gov.in/schemes/mbs-goa,"The scheme provides a subsidy of ₹3/- per kilometer operated, 50% reimbursement of the annual insurance premium paid up to a maximum of ₹30,000/-, and assistance of ₹10,00,000/- for replacing buses older than 15 years with new buses having a minimum seating capacity of 27.","Bus, Transport, Subsidy, Infrastructure, Reimbursement, Road"
Prime Tourism Vehicle Scheme-Meghalaya,https://www.myscheme.gov.in/schemes/ptvsme,"The scheme boosts tourism by providing 50% financial assistance for adventure tourism vehicles, along with easy credit, operator training, and GPS and branding support.","Tourism, Vehicle, Tourist Guide, Training, Drivers"
National Bio Energy Programme - Uttarakhand Renewable Energy Development Agency,https://www.myscheme.gov.in/schemes/nbepureda,"The scheme aims to promote the use of biogas as a clean and renewable energy source, help livestock farmers set up biogas plants, reduce the use of conventional fuels, and support eco-friendly rural development in the state.","UREDA, Bio Energy, Cooking Gas, Biogas, Livestock Farmer, Cattle Rearer"
National Energy Conservation Award,https://www.myscheme.gov.in/schemes/neca,The scheme aims to recognize and reward organizations for their exemplary efforts in energy conservation and energy efficiency.,"National Award, Industries, Building, Transport, Electricity"
Pilgrimage Rejuvenation and Spiritual Augmentation Drive (PRASHAD),https://www.myscheme.gov.in/schemes/prashad,"Launched in 2014–2015, the scheme ""Pilgrimage Rejuvenation and Spiritual Augmentation Drive (PRASAD)"" is a Central Sector Scheme by the Ministry of Tourism, Government of India. The scheme focuses on developing and identifying pilgrimage sites across India to enrich the religious tourism experience.","Pilgrimage, Rejuvenation, Heritage, Infrastructure, Tourism"
Policy for Establishment of Private Industrial Estates/Areas - 2023,https://www.myscheme.gov.in/schemes/pepiea,"The scheme aims to promote and facilitate the development of private industrial estates and areas in Uttarakhand by providing financial incentives, infrastructure support, and a streamlined regulatory framework.","Private Industrial Estates, Infrastructure, Subsidy, MSME, Capital Investment"
Pradhan Mantri Anusuchit Jaati Abhyuday Yojana (PM-AJAY) - Adarsh Gram,https://www.myscheme.gov.in/schemes/pmajay-ag,"The scheme aims to achieve integrated development of selected villages primarily through implementation of existing Central and State Government schemes in a convergent manner, ensuring access to quality services and infrastructure development in villages having SC population more than 40%.","Village, Scheduled Caste, Infrastructure, Education, Employment, Healthcare, Sanitation, Livelihood, Empowerment"
Pradhan Mantri Gram Sadak Yojana,https://www.myscheme.gov.in/schemes/pmgsy,"With the objective of providing rural connectivity, the Government of India launched the Pradhan Mantri Gram Sadak Yojana (referred to as PMGSY-I hereinafter) on 25th December 2000 to provide all-weather access to eligible unconnected habitations.","Road, Rural"
Pradhan Mantri Kisan Urja Suraksha Evam Utthan Mahabhiyan Scheme For Farmers.,https://www.myscheme.gov.in/schemes/pm-kusum,"Pradhan Mantri Kisan Urja Surakshaevam Utthaan Mahabhiyan Yojana (PM-KUSUM Scheme) was launched in March 2019 by the Ministry of New and Renewable Energy (MNRE), to subsidize farmers to install solar irrigation pumps for cultivation. Each farmer will receive a 60% subsidy.","Solar, Farmer, Infrastructure, Utility"
One Time Cash Incentive towards Learning Driving (Sainik Welfare),https://www.myscheme.gov.in/schemes/otcild-sw,"""One Time Cash Incentive towards Learning Driving"" is a Welfare Scheme by the Dept of Sainik Welfare, Puducherry. Through this scheme, up to ₹4,000/- is provided to the unemployed Ex-servicemen to learn to drive. The driving course should be taken from a Government-recognized School/Institution.","Driving, Road, Vehicle, Transport, Ex-Serviceman"
PMMSY: Insulated Vehicles - Haryana,https://www.myscheme.gov.in/schemes/ivs,The scheme aims to provide a subsidy per unit for purchasing insulated vehicles for the beneficiaries to promote cold-chain logistics in fish transportation.,"Fish Farmer, Vehicle, Financial Assistance, Transportation"
Rental Housing Scheme,https://www.myscheme.gov.in/schemes/rhs,"The scheme aims to provide rental housing to individuals and families from lower and middle-income groups, address housing shortages, prevent unauthorized settlements, and promote orderly urban development. It benefits Grade Third and Grade Fourth employees and eligible non-government individuals.","Housing, Shelter, Accomodation, Flats, Construction"
Mukhyamantri Yuva Annadoot Yojana,https://www.myscheme.gov.in/schemes/myay-mp,The scheme aims to provide employment opportunities to unemployed youth/women for 7 years by involving them in the transport of food grains from Madhya Pradesh State Civil Supplies Corporation centers to fair price shops. Benefits include an interest subsidy/grant.,"Youth, Entrepreneur, Transport, Vehicle, Loan, Subsidy"
Mumkin - Livelihood Generation Scheme,https://www.myscheme.gov.in/schemes/mlgs,"""Mumkin - Livelihood Generation Scheme"" is a initiative of Jammu & Kashmir State. This scheme is provide the financial help to the youth to empower them and promote the self employment.","Business, Transport, Self-employement"
Pandit Deen Dayal Upadhyay Vigyaan Gram Sankul Pariyojana,https://www.myscheme.gov.in/schemes/pdduvgsp,"The project aims to promote sustainable rural development through the application of science & technology to enhance livelihoods in selected villages throughout Uttarakhand. Under the project, rural development initiatives are implemented through the formation of village clusters across the state.","Farmer, UCOST, Entrepreneur, Self-help Group, Rural Development, Science"
Phase-II Of The Grid Connected Rooftop Solar Programme,https://www.myscheme.gov.in/schemes/gcrsp-p2,"Phase-II of the Grid Connected Rooftop Solar Programme, this programme is introduced by Ministry of New & Renewable Energy(MNRE), GoI with JAKEDA as a nodal agency in the UT of J&K  for achieving cumulative capacity  of 220MW under 20MW  Residential Scheme and 200 MW Jammu Solar City “Solar City.","Solar, Infrastructure"
Mukhyamantri Asangathit Karmakar Cycle Sahayata Yojana,https://www.myscheme.gov.in/schemes/makssy,"Chhattisgarh State Government started a scheme ""Mukhyamantri Asangathit Karmakaar Saayakal Sahaayata Yojana"" for unorganized worker on 28 April 2012.","Empowerment, Vehicle, Women"
