Title,Link,Description,Tags
Janani Suraksha Yojana (JSY),https://www.myscheme.gov.in/schemes/jsy1,"The scheme aims to reduce maternal and neonatal mortality by promoting institutional deliveries among poor pregnant women. It offers cash assistance for institutional and home deliveries, along with antenatal and postnatal care support, primarily benefiting poor pregnant women across India.","Pregnancy, Woman, Female, Delivery, Child, Health"
Micro Finance Scheme for Self Help Groups (GTKVN),https://www.myscheme.gov.in/schemes/mfsfshg,"The scheme aims to economically empower women from Thakor and Koli castes through self-employment opportunities via Self Help Groups (SHGs). Under this scheme, eligible members of SHGs receive a loan up to ₹60,000/- at low interest to start or expand small-scale businesses/enterprises.","SHG, Business, Loan, Enterpreneurship, Self-employment, Thakor Caste, Koli Caste"
Kunwar Bai Nu Mameru Yojana Gujarat,https://www.myscheme.gov.in/schemes/kbnmyg,"The scheme aims to provide financial support to ST families during the marriage of girls, providing ₹12,000 per couple as financial assistance to eligible tribal women across the state.","Financial Assistance, Women, Scheduled Tribe, Marriage"
Mukhyamantri Matrupushti Uphar,https://www.myscheme.gov.in/schemes/mmus,"The scheme “Mukhyamantri Matrupushti Uphar” was launched by the Directorate of Social Welfare and Social Education, Government of Tripura, to provide financial assistance of ₹500/- to pregnant women through Direct Benefit Transfer (DBT) for antenatal checkups at any health facility.","Women, Pregnant, Medical, Financial Assistance"
Technology Development And Utilization Programme For Women,https://www.myscheme.gov.in/schemes/tdupw,"In order to meet the specific needs of women and to enhance the contribution of women towards technology capability building, the “Technology Development & Utilization Programme for Women (TDUPW)” has been formulated by the Department of Scientific and Industrial Research (DSIR).","Women, Technology, Research, Science, Capacity Building"
Scholarship Scheme for Girl Children of Jute Mills / MSMEs Workers,https://www.myscheme.gov.in/schemes/ssfgcojmmw,"National Jute Board Act, 2008 provides to “secure better working conditions and provisions and improve amenities and incentives for workers engaged in the jute industry.”","Scholarship, Worker Children, Girl, Education, Welfare"
Sukhad Sahara Yojana,https://www.myscheme.gov.in/schemes/ssychh,"Under this scheme, financial assistance of ₹500/- per month are provided to the widows and deserted women who are living below poverty line (BPL) to support them in living a respectful life.","Widow, Deserted Woman, BPL, Financial Assistance"
Surakshit Matritva Aashwasan Yojana,https://www.myscheme.gov.in/schemes/suman,SUMAN Yojana is a maternity benefit initiative by MoH&FW. This program provides affordable and quality healthcare solutions to pregnant women and newborns. The scheme provides zero expense access up to six months after delivery. Upto antenatal check-ups during the 1st trimester are provided.,"Pregnant, Health"
Swabhimaan Scheme,https://www.myscheme.gov.in/schemes/ss-dadra-and-nagar-haveli-and-daman-and-diu,"The Union Territory of Daman & Diu and Dadra & Nagar Haveli has successfully launched the “Swabhimaan Scheme” scheme to tackle the problems of Malnutrition, Anemia, and other relevant issues.","Pregnant Women, Lactating Mothers, Sabla, Adolescent Girls, Supplementary Nutrition"
Attendance Scholarship Scheme for Girl Students with Disabilities of Rural Areas,https://www.myscheme.gov.in/schemes/assgsdra,The objective of this scheme is to uplift the status of the girls with disabilities in the rural areas & also to make them reliant by paying incentives in the form of Attendance Scholarship to these girls.,"Attendance, Scholarship, Girl Student, Disability, PwD, Rural Area"
Distribution of Female Menstrual Hygiene Kit for the Construction Workers,https://www.myscheme.gov.in/schemes/dfmkftcw,"The ""Distribution of Female Menstrual Hygiene Kit for the Construction Workers'' by the BOCW Welfare Board, Labour Department, U.T. Administration of DNH & DD, is a welfare scheme that provides Menstrual Hygiene Kit to registered female beneficiaries.","Labour, Building Worker, Construction Worker, Promoting Registration, Menstrual Hygiene Kit, Female, Health, Wellness"
Bebe Nanki Laadli Beti Kalyan Scheme,https://www.myscheme.gov.in/schemes/bnlbks,"Bebe Nanki Laadli Beti Kalyan Scheme was launched under the 13th Finance Commission component for ""measures to improve gender ratio"" in the Punjab State from 2011-12.","Bebe Nanki, Laadli Beti Kalyan, Financial Assistance"
Pradhan Mantri Matru Vandana Yojana,https://www.myscheme.gov.in/schemes/pmmvy,"The scheme is to provide maternity benefits to women belonging to socially and economically disadvantaged sections of society. For first child the maternity benefit of ₹5,000 is provided in two instalments under PMMVY and second child, it is ₹6,000 is to be provided subject to second child is girl.","Maternity Benefit Programme, Financial Assistance, Pregnant Women, Cash Incentive, Good Nutrition"
Pradhan Mantri Ujjwala Yojana 2.0,https://www.myscheme.gov.in/schemes/pmuy2,"Ministry of Petroleum and Natural Gas (MOPNG), introduced the ‘""Pradhan Mantri Ujjawala Yojana 2.0"" in India. The Pradhan Mantri Ujjawala Yojana (PMUY) is a scheme launched by the Government of India in 2016 to provide free LPG (liquefied petroleum gas) connections to women from below-poverty-line.","LPG, Cooking Fuel, Household, Women"
Pradhan Mantri Surakshit Matritva Abhiyan,https://www.myscheme.gov.in/schemes/pmsma,"The scheme aims to provide fixed-day assured, comprehensive and quality antenatal care universally to all pregnant women in 2nd and 3rd trimester on the 9th of every month. It offers free comprehensive antenatal care services at government health facilities.","Maternal, Health, Antenatal, Pregnancy, Government, Women, Medical"
National Award For Senior Citizens (vayoshreshtha Samman): Iconic Mother,https://www.myscheme.gov.in/schemes/nassvsim,"The award is conferred to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India","Mother, Award, Social Welfare, Senior Citizen"
SERB - POWER Fellowship,https://www.myscheme.gov.in/schemes/serbpowerf,"The SERB - POWER Fellowship is designed to identify and reward excellent women researchers in Indian academic institutions and R&D laboratories, holding Ph.D. degrees in any branch of science and engineering.","SERB, POWER, Fellowship, Woman, Research, Science"
SERB - POWER Research Grants,https://www.myscheme.gov.in/schemes/serbpowerrg,The aim of the ‘SERB - POWER Research Grants’ is to encourage emerging and eminent women researchers for individual-centric and competitive mode of research funding to undertake R&D activities in frontier areas of science and engineering.,"SERB, Research Grant, POWER, Woman Researcher, Investigator, Woman Scientist"
New Swarnima Scheme For Women,https://www.myscheme.gov.in/schemes/nssw,"A term loan scheme by the Ministry of Social Justice and Empowerment for women entrepreneurs from backward classes to obtain a loan of up to ₹2,00,000/- @ 5% per annum, thereby providing them social & financial security.","Entrepreneur, Women, Business, Empowerment, Backward Class, Financial Assistance"
Pension Scheme to Widow,https://www.myscheme.gov.in/schemes/psw,"The scheme is implemented by the Social Welfare Department, aims to provide financial assistance to widows aged between 18-59 years. The scheme offers ₹1,000/- per month to help meet their basic needs, ensuring public assistance for widows in need of support to maintain a dignified life.","Pension, Widow, Woman"
Post Graduate Indira Gandhi Scholarship For Single Girl Child,https://www.myscheme.gov.in/schemes/pg-igssgc,"A scholarship scheme by the University Grants Commission for Girl students who are admitted in the first year of PG courses in any designated university or a postgraduate college, and happen to be the only girl child in the family. The amount of fellowship is ₹ 36,200/- per annum.","Scholarship, Girl Child"
WISE Fellowship for Ph.D.,https://www.myscheme.gov.in/schemes/wise-phd,"The ""WISE Fellowship for Ph.D. (WISE-PhD)"" of the Department of Science and Technology aims to provide an opportunity to carry out Doctoral research in basic and applied sciences to women scientists and technologists between the age group of 27-45 years who want to pursue research in STEM fields.","WISE, Fellowship, PhD, KIRAN, Woman"
WISE Post-Doctoral Fellowship,https://www.myscheme.gov.in/schemes/wise-pdf,“WISE Post-Doctoral Fellowship” is a new programme of the Department of Science & Technology that aims to provide opportunities to women scientists & technologists between the age group of 27-60 years who want to continue their research as bench-level scientists in basic and applied sciences.,"WISE, Post-Doctoral, Fellowship, KIRAN, Woman, Research"
Women Helpline,https://www.myscheme.gov.in/schemes/whl-181,Women Helpline provides 24X7 emergency and non-emergency response through telephonic short-code 181 to women,"181, Emergency, Safety, Response, Violence, ERSS 112, Pyscho-social Counselling, Integrated Helplines, One Stop Centres, Scheme Information"
Women Scientist Scheme-A,https://www.myscheme.gov.in/schemes/wos-a,"A Research Grant by MoST for female candidates to pursue research in frontier areas of science and engineering, preferably those having a break in career (minimum two years) and not having regular employment, to explore possibility of re-entry into the profession.","Women, Scientist, Technology, Science, Empowerment, Fellowship, Education, Unemployed"
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,https://www.myscheme.gov.in/schemes/wise-scope-fellowship,"The “WISE-SCOPE Fellowship” Program was started by the Department of Science & Technology, Government of India with the aims to provide opportunity to Women Scientists and Technologists who have completed Ph.D. and want to utilize their S&T knowledge and expertise for the benefit of society.","WISE, SCOPE, Fellowship, Woman, Research, Scientist"
Women Scientist Scheme-B,https://www.myscheme.gov.in/schemes/wos-b,A Research Grant by MoST for female candidates with break in their career interested in addressing societal challenges through viable S&T interventions. Women scientists who wish to apply under this scheme are required to develop their own project/proposals for scientific and technological solutions,"Women, Scientist, Female, Technology, Science, Research, Fellowship"
Nari Shakti Puraskar - National Award for Women,https://www.myscheme.gov.in/schemes/cnspnaw,"The award aims to acknowledge the achievements of women & recognize their contributions to society and the nation. The award is conferred annually on individuals in recognition of their exceptional service towards the cause of women’s empowerment, particularly for vulnerable and marginalized women.","Woman, Nari Shakti, Puraskar, Award, Women Empowerment"
Women Scientist Scheme-C,https://www.myscheme.gov.in/schemes/wos-c,"A scheme by MoST for female candidates with a break in their career interested in addressing societal challenges through viable S&T interventions. 1-year training is provided in Intellectual Property Rights (IPRs), patent search, know-how, drafting, filing, trademarks, trade secrets, and copyright.","Women, Scientist, Science, Technology, Post-graduation, Skill"
Women’s Instinct for Developing and Ushering in Scientific Heights & Innovation,https://www.myscheme.gov.in/schemes/widushi,'WIDUSHI' programme aims to encourage and support senior women scientists to conduct research in interdisciplinary areas of Science and Technology.,"WIDUSHI, Woman, KIRAN, Scientist, Retired, Fellowship, Research"
Indo-French Postdoctoral Research Programme for Women in Science,https://www.myscheme.gov.in/schemes/prowis-i,This programme will provide a platform for women candidates to engage & work with Indian/French scientific communities with an aim to accelerate their talented instincts towards carrying out advanced studies and research in the frontier areas of Science & Technology.,"Postdoctoral, Research, Woman, Science, French, Fellowship, CEFIPRA"
Indo-French Visiting/Mobility Programme for Women in Science,https://www.myscheme.gov.in/schemes/prowis-ii,This programme will encourage women candidates to work with the Indian/French scientific communities with an aim to accelerate their talented instincts towards carrying out advanced studies and research in the frontier areas of Science & Technology.,"French, Mobility, Woman, Science, France, Scientist, Researcher"
WISE Post-Doctoral Fellowship,https://www.myscheme.gov.in/schemes/wise-pdf,“WISE Post-Doctoral Fellowship” is a new programme of the Department of Science & Technology that aims to provide opportunities to women scientists & technologists between the age group of 27-60 years who want to continue their research as bench-level scientists in basic and applied sciences.,"WISE, Post-Doctoral, Fellowship, KIRAN, Woman, Research"
WISE Fellowship for Ph.D.,https://www.myscheme.gov.in/schemes/wise-phd,"The ""WISE Fellowship for Ph.D. (WISE-PhD)"" of the Department of Science and Technology aims to provide an opportunity to carry out Doctoral research in basic and applied sciences to women scientists and technologists between the age group of 27-45 years who want to pursue research in STEM fields.","WISE, Fellowship, PhD, KIRAN, Woman"
ARAVANAIPPU,https://www.myscheme.gov.in/schemes/a-pudu,"""ARAVANAIPPU"", a scheme by the Dept of Women and Child Development, Govt of Puducherry aims to improve the status of the girl child and provide nutritious food; financial assistance of ₹1200 is offered to lactating mothers. The girl child of the applicant should be born after 1-4-2005.","Mother, Child, Girl, Nutrition, Financial Assistance"
Aama Kuni Pilaa,https://www.myscheme.gov.in/schemes/akpod,"The scheme aims to focus on early stimulation and responsive parenting in the best interest of each child from 0-3 years. The scheme envisages promoting parent-led, home-based, joyful child-friendly learning by creating an early stimulating environment at the household level.","Kuni Calendar, Childcare, Toy Kit, Training, Capacity Building, ICDS"
"Awareness Programme on Child/Human Trafficking, Family Planning, Legal Awareness, Health etc.",https://www.myscheme.gov.in/schemes/apchtfplahe,"The scheme aims to generate awareness among the Tea Tribes and Adivasi community regarding child/human trafficking, family planning, legal awareness, and health. It generates awareness benefits for the Tea Tribes and Adivasi community through Non-Governmental Organizations proposals.","Health, Legal, Child, Family, Alcoholism, Mortality"
BC & EBC Girls Residential +2 High School,https://www.myscheme.gov.in/schemes/bcebcgrhs,"The scheme aims to provide quality education and holistic development opportunities for girls from backward and extremely backward classes. Free education, accommodation, study material, medical support, and skill development programs are provided.","Financial Assistance, Girl Student, Backward Class, Extremely Backward Class, Vocational Training, Free Accommodation, Hostel"
Back-To-Lab Post-Doctoral Fellowship Programme,https://www.myscheme.gov.in/schemes/btlpdfp,"The “Back-to-Lab” programme of Women Scientists Division offers Research and Post-Doctoral Fellowship to women who have break in their career, to facilitate their re-entry in science research.","Woman, Scientist, Post-Doctoral, Fellowship, Unemployed"
Back-to-Lab Research Fellowship Programme,https://www.myscheme.gov.in/schemes/btlrfp,"To facilitate the re-entry of women having a career break to Science research, the Kerala State Council of Science, Technology and Environment (KSCSTE) launched the “Back-to-Lab Research Fellowship Programme” in 2010.","Research, Fellowship, Woman, Scholar, Fellow, Unemployed"
Bal Shakti Yojana,https://www.myscheme.gov.in/schemes/bsymp,"The scheme aims to reduce severe malnutrition and child mortality by providing free institutional care, diet, and medical treatment to severely malnourished children below 5 years of age.","Childcare, Medical, Diet, Rehabilitation"
Balika Samrithi Yojana,https://www.myscheme.gov.in/schemes/bsy-pudu,"“Balika Samrithi Yojana” by the Dept of Women & Child Development, Govt of Pondicherry was introduced to improve the status of the girl child and provide nutritious food to the girl child. Financial assistance of ₹500 in the form of a National Savings Certificate is provided to lactating mothers.","Girl, Mother, Child, Financial Assistance, Women"
Bal Swasthya Karyakram - Uttarakhand,https://www.myscheme.gov.in/schemes/chpuk,"This initiative aims to ensure the survival, healthy growth, and overall well-being of children aged 0–5 years by providing accessible, comprehensive and quality healthcare services.","Child, Newborn, Childcare, Health"
Bebe Nanki Laadli Beti Kalyan Scheme,https://www.myscheme.gov.in/schemes/bnlbks,"Bebe Nanki Laadli Beti Kalyan Scheme was launched under the 13th Finance Commission component for ""measures to improve gender ratio"" in the Punjab State from 2011-12.","Bebe Nanki, Laadli Beti Kalyan, Financial Assistance, Child"
Beti Hai Anmol Yojana,https://www.myscheme.gov.in/schemes/bhay,The government of Himachal Pradesh launched a scheme for girls to encourage the education of the girl child below the poverty line (BPL) on 5 July 2010.,"Beti, Anmol Yojana, Financial Assistance"
Bharati Scheme for Education - 1st Class to 5th Class,https://www.myscheme.gov.in/schemes/bse,"""The Bharati Scheme for Education - 1st Class to 5th Class"" encourages Brahmin students of Andhra Pradesh to continue their education.  Under this scheme, financial assistance for the academic year will be granted to eligible poor Brahmin student applicants.","Financial Assistance, Brahmin, Education, Student"
Bhagyalaxmi Scheme,https://www.myscheme.gov.in/schemes/bys,The prime goal of this scheme aims to promote the birth of girl children in below poverty line(BPL) families and to raise the status of the girl child in the family in particular and society in general. Financial assistance is provided to the girl child through her mother/father or natural guardian.,"Below Poverty Line, Female Children, Financial Aid, Bhagyalaxmi Yojana"
Bhagwan Budhdh Scholarship,https://www.myscheme.gov.in/schemes/bbs,"Bhagavan Buddha Post SSC Scholarship launched by the Ministry of Education, Government of Gujarat. A scheme was introduced with the aim to encourage SC girl students to continue their higher studies after SSC.","Bhagwan Budhdh, Scholarship, Financial Assistance, Welfare"
Bharati Scheme for Education - 6th Class to 10th Class,https://www.myscheme.gov.in/schemes/bse-6c10c,"""The Bharati Scheme for Education - 6th Class to 10th Class"" encourages Brahmin students of Andhra Pradesh to continue their education. Under this scheme, financial assistance for the academic year will be granted to eligible poor Brahmin student applicants.","Financial Assistance, Student, Brahmin"
Bharati Scheme for Education - Graduation,https://www.myscheme.gov.in/schemes/bse-g,"The ""Bharati Scheme for Education - Graduation (Any regular course of 3 years duration after 10+2 will be considered under this category. i.e., B.A., B.Com, B.Sc., etc., including B.Ed.)"" provides financial assistance to encourage Brahmin students of Andhra Pradesh to continue their education.","Financial Assistance, Graduation, Brahmin, Student"
Bharati Scheme for Education - Intermediate or Equivalent,https://www.myscheme.gov.in/schemes/bse-ie,"The scheme aims to encourage Brahmin students of Andhra Pradesh to continue their education. Through this scheme, financial assistance is provided to eligible poor Brahmin students.","Financial Assistance, Student, Polytechnic, ITI"
Bharati Scheme for Education - Professional Education Course,https://www.myscheme.gov.in/schemes/bse-pec,"The ""Bharati Scheme for Education - Professional Education Course"" encourages Brahmin students of Andhra Pradesh to continue their education. Under this scheme, financial assistance for the academic year will be granted to eligible poor Brahmin student applicants.","Financial Assistance, Brahmin Community, Professional Course"
Bharati Scheme for Education - Post-Graduation,https://www.myscheme.gov.in/schemes/bse-pg,"The ""Bharati Scheme for Education - Post-Graduation (Any course of 2 Years or more duration, after Graduation (10+2+3) will be considered under this category, i.e., M.Sc, M.Com, M.A., M.Tech, M.D., M.Pharm, MBA, etc.)"" encourages Brahmin students of Andhra Pradesh to continue their education.","Financial Assistance, Student, Post-Graduation, Brahmin Community"
Bharati Scheme for Education Professional Education Course - Chartered Accountancy Intern,https://www.myscheme.gov.in/schemes/bsepec-cai,"The ""Bharati Scheme for Education Professional Education Course - Chartered Accountancy Intern (IPCC)"" encourages Brahmin students of Andhra Pradesh to continue their education. Under this scheme, financial assistance for the academic year will be granted to eligible poor Brahmin students.","Financial Assistance, Student, Chartered Accountancy, Brahmin Community"
Bicycle Distribution Scheme for Girl Students of Economically Weaker Section,https://www.myscheme.gov.in/schemes/akvkckcvy,"Under this scheme, free bicycles will be distributed to 5,800 girl students belonging to the Economically Weaker Section (EWS), who are studying in government schools from Class 6 to Class 8, to facilitate their commute between home and school.","Girl Student, EWS, Bicycle"
Attendance Scholarship Scheme for Girl Students with Disabilities of Rural Areas,https://www.myscheme.gov.in/schemes/assgsdra,The objective of this scheme is to uplift the status of the girls with disabilities in the rural areas & also to make them reliant by paying incentives in the form of Attendance Scholarship to these girls.,"Attendance, Scholarship, Girl Student, Disability, PwD, Rural Area"
Award of Opportunity Cost to Parents of Scheduled Caste Girl Students,https://www.myscheme.gov.in/schemes/aocpscgs,The objective of the scheme is to financially assist the SC parents for sending school their daughters who otherwise earn livelihood for the family engaging themselves in menial labour.,"Opportunity Cost, Parents, Scheduled Cast, Girl, Student"
Biotechnology Career Advancement And Re-orientation (BioCARe) Programme For Women Scientists,https://www.myscheme.gov.in/schemes/biocare,"Biotechnology Career Advancement and Re-orientation (BioCARe) Programme, a special scheme of the Department of Biotechnology (DBT), Ministry of Science & Technology, the government of India aims to enhance the participation of women scientists in India towards research in Biotechnology.","Bio-Technology, Research, PhD, Women, Scientist"
CBSE Merit Scholarship Scheme For Single Girl Child,https://www.myscheme.gov.in/schemes/msssgc,"A scholarship scheme by the Ministry of Education for meritorious Single Girl Students, who are the only child of their parents; and have passed the CBSE Class 10th Examination with 60% or more marks and are continuing their further school education of Class 11th and 12th.","Scholarship, Girl Child"
Alpsankhyak Muslim Parityaqta/Talaqshuda Mahila Sahayata Yojana,https://www.myscheme.gov.in/schemes/amptmsy,"The objective of this scheme is to strengthen the economic condition of minority Muslim abandoned/divorced women and make them self-dependent by providing financial assistance of ₹25,000/-.","Minority, Muslim Mahila, Abandoned Woman, Divorced Woman, Financial Assistance"
Annai Teresa Ninaivu Marriage Assistance Scheme for Orphan Girls-I,https://www.myscheme.gov.in/schemes/atnmasfogi,"""Annai Teresa Ninaivu Marriage Assistance Scheme for Orphan Girls-I"" was launched by the Social Welfare and Women Empowerment Dept, Govt of Tamil Nadu. The scheme provides financial assistance to the orphan girls for their marriage. The bride should be 18 years or older during her marriage.","Orphan, Girl, Marriage, Gold"
Anganwadi Workers Welfare Fund,https://www.myscheme.gov.in/schemes/awwfu,"The scheme aims to provide financial assistance to Anganwadi workers, mini workers, and assistants of the state upon attaining the superannuation age of 60 years. A minimum amount of ₹30,000/- is granted, while those completing 20 years of service receive ₹1,30,000/-.","Anganwadi Workers, Woman, Welfare Fund, Superannuation"
Annai Teresa Ninaivu Marriage Assistance Scheme for Orphan Girls-II,https://www.myscheme.gov.in/schemes/atnmasfogii,"""Annai Teresa Ninaivu Marriage Assistance Scheme for Orphan Girls-I"" was launched by the Social Welfare and Women Empowerment Dept, Govt of Tamil Nadu. The scheme provides financial assistance to the orphan girls for their marriage. The bride should be 18 years or older during her marriage.","Orphan, Girl, Marriage, Gold"
Asangathit Karmakaar Silai Machine Sahayata Yojana,https://www.myscheme.gov.in/schemes/aksmsy,Asangathit Karmakaar Silai Machine Sahayata Yojana started by the Government of Chhattisgarh in 2012.,"Sewing Machine, Empowerment, Business"
Ashirbad: Scheme for Specially Cared Children,https://www.myscheme.gov.in/schemes/speciallycaredchildren,"The scheme aims for in-situ rehabilitation & continuation of their life in similar family based non-institutional socio-cultural environment, where ever feasible & in the best interest of child & to ensure that care givers & other kith & kins are encouraged to provide best of care to these children.","Ashirbad, Health Coverage, Educational Support, Specially Cared Children, Kith And Kin Care, Child Care"
Ashirwad,https://www.myscheme.gov.in/schemes/asd,The Punjabi government has established the Punjab Ashirwad Scheme to offer financial support for a girl's marriage.,"Financial Assistance, Social Welfare, Empowerment, Shagun"
Assistance For Delivery / Miscarriage Of Pregnancy / Termination Of Pregnancy To Female Differently Abled Person,https://www.myscheme.gov.in/schemes/admptpfdap,"The Government of Tamil Nadu introduced ""Assistance for Delivery/Miscarriage of Pregnancy/Termination of Pregnancy to Female Differently Abled Person.","Female, Delivery, Miscarriage, Pregnancy, Differently Abled Person"
Assistance For Purchase of Aids/Appliances,https://www.myscheme.gov.in/schemes/afpoaa,"The ""Assistance for Purchase of Aids/Appliances"" scheme is to provide support to individuals with disabilities by facilitating access to assistive devices and appliances.","Disability, Aids Appliances, Financial Assistance, Handicapped"
Assistance Scheme for Handloom Spinning-Weaving Women Workers,https://www.myscheme.gov.in/schemes/ashswwwuk,"The scheme aims to provide financial support to traditional women workers whose primary occupation is handloom weaving, spinning, or related weaving activities. Under this scheme, eligible women workers are provided with handloom equipment, including looms & related equipment, worth upto ₹25,000/-.","Artisan, Handloom, Spinning, Weaving, Woman, Woman Weaver"
Assistance for Delivery of a Child or the Miscarriage of Pregnancy or the Termination of Pregnancy,https://www.myscheme.gov.in/schemes/adcmptp,"The scheme ""Assistance for Delivery of a Child or the Miscarriage of Pregnancy or the Termination of Pregnancy"" was launched by the Art and Culture Department, Government of Tamil Nadu. The scheme aims to give financial assistance for the delivery of a child, miscarriage, or termination of pregnancy","Financial Assistance, Pregnant Women, Child"
Assistance for Daughter's Marriage,https://www.myscheme.gov.in/schemes/afdm,"Under this scheme, financial assistance of ₹25,000/- per girl is provided for a maximum of two marriageable daughters of widows of ex-servicemen up to the rank of Havaldar, who are not receiving a Marriage Grant from the Kendriya Sainik Board.","Financial Assistance, Marriage, Widow, Daughter, Ex-servicemen, Sainik"
Aapki Beti Yojana,https://www.myscheme.gov.in/schemes/aby,"Under the scheme, financial assistance of ₹2,100/- per year is provided to girls studying in Class 1 to 8 in government schools, belonging to families living below the poverty line (BPL) and whose both or one parent has passed away. Girls studying in Class 9 to 12 receive ₹2,500/- per year.","Financial Assistance, Girl Student, BPL, Below Poverty Line, Daughter"
Abhayakiranam Scheme-Financial Assistance To Destitute Widows,https://www.myscheme.gov.in/schemes/as-fadw,"The scheme “Abhayakiranam Scheme-Financial Assistance to Destitute Widows” was launched by the Department of Social Justice, Government of Kerala to provide a safe and better living environment to destitute and homeless widows.","Widow, Destitute, Financial Assistance, Homeless, Relative"
Additional Pension to Widow of Ex-Serviceman having No Child,https://www.myscheme.gov.in/schemes/apwesmnc,"Under the scheme, an additional amount of ₹100/- per month, in addition to the pension amount, is provided to the widow of an ex-serviceman who dies while in service but not in any battle.","Widow, Additional Pension, Ex-Serviceman, Sainik"
Additional Pension to Widow of Ex-Serviceman having Children,https://www.myscheme.gov.in/schemes/apwesmc,"The scheme is implemented by the Sainik and Ardh Sainik Welfare Department, Government of Haryana. Under the scheme, an additional amount, in addition to the pension, is provided to the widow of an ex-serviceman who dies while in service but not in any battle.","Additional Pension, Widow, Ex-Serviceman, Sainik"
Indira Mahila Shakti Udyam Protsahan Yojana,https://www.myscheme.gov.in/schemes/imspesy,This scheme launched by the Rajasthan government to empower women by providing them with loans and other financial assistance to start or expand their businesses,"Women, Empowerment, Development, Motivaction"
Mahila Samman Savings Certificate,https://www.myscheme.gov.in/schemes/mssc,"The scheme aims to provide a secure savings option with assured returns for women. Through this scheme, 7.5% interest and flexible savings benefits are provided to women and minor girls.","Mahila, Woman, Girl, Saving, Investment"
