Title,Link,Description,Tags
Awas Sahayta Yojana for 100% Hearing and Visually Impaired Disabled Students in Special Trades of Industrial Training Institutes,https://www.myscheme.gov.in/schemes/asyf1hvidsstiti,"The scheme aims to ensure qualitative admission and enable 100% hearing and visually impaired students to obtain high-quality technical education free from economic constraints. It provides housing assistance and expenses for food and accommodation, up to ₹4,000/- to PwD Students.","Student, Housing, Disability, Training, Stipend"
Bal Ashrams,https://www.myscheme.gov.in/schemes/ba,"The ""Bal Ashrams"" have been established by the Social Welfare Dept, Govt. of Jammu and Kashmir, to create a society free from child labor, where all children receive free, compulsory, quality, and meaningful education. Orphans and destitute children are provided free schooling, boarding and lodging.","Orphan, Shelter, Rehabilitation, Security, Destitute"
Banglar Awaas Yojana (BAY),https://www.myscheme.gov.in/schemes/bay,"""Banglar Awaas Yojana (BAY)"" provides financial assistance to houseless households and those living in kutcha or dilapidated houses, helping them build pucca houses with essential amenities. The scheme offers financial assistance with additional support for toilets and unskilled workdays.","Housing, Citizen Empowerment"
Assistance for Purchase of House (HBOCWWB),https://www.myscheme.gov.in/schemes/aphhbocwwb,"Under this scheme, interest free loan is provided to registered construction workers, who have minimum five year’s regular membership, for purchase or construction of their houses. This facility is available once in lifetime.","House, Building Worker, Construction Worker, Labour, Loan, Interest Free"
Atal Asra Yojana,https://www.myscheme.gov.in/schemes/aay-goa,"""Atal Asra Yojana"" by the Department of Tribal Welfare, Government of Goa provides financial assistance of up to ₹ 3,00,000 to individuals from Scheduled Tribes communities for construction/ re-construction and repairs of the house.","Housing, Repair, Scheduled Tribe, ST, Financial Assistance, Social Welfare"
Atal Awas Yojana - Uttarakhand,https://www.myscheme.gov.in/schemes/aayu,"Under this scheme, financial assistance of ₹1,30,000/- is provided for constructing houses in hilly areas and ₹1,20,000/- for plain areas to homeless Scheduled Caste families who are below the poverty line (BPL) or fall within a defined income limit.","Financial Assistance, BPL, Scheduled Caste, House, Atal, Homeless Family"
Atithi Uttarakhand Home-Stay Registration,https://www.myscheme.gov.in/schemes/copy-of-ddugavy,"The scheme aims to promote rural tourism and generate local employment by enabling residents to register their homes as certified home-stays that offer safe, affordable accommodation and meal facilities to tourists in Uttarakhand.","Homestay, Tourism, Guest, Registration, Tourist"
Aawasiy Suvidha 1 – Indralok Aawasiy Yojana (Group Housing),https://www.myscheme.gov.in/schemes/aaiay,The scheme aims to provide residential facilities to homeless families through a registration process and lottery-based allotment.,"Indralok, Group Housing, Residential Facility, Housing Facility"
Abua Awas Yojana,https://www.myscheme.gov.in/schemes/aay,"The Abua Awas Yojana aims to provide pucca houses to 8,00,000 homeless families in three phases. Each house will feature three rooms and a kitchen, covering an area of 31 square meters.","Construction, Housing, Rural Development, Financial Assistance"
Adi Dravidar and Tribal Welfare Department-Hostels: Special Guides,https://www.myscheme.gov.in/schemes/adthsg,The scheme provides hostel facilities to all boys and girls boarders studying up to XII Standard.,"Tribal Welfare, Adi Dravidar, Students, Hostels, Education, Accommodation"
Advance for Purchase or Construction of House (GBOCWWB),https://www.myscheme.gov.in/schemes/apch-gbocwwb,"""Advance for Purchase or Construction of House"" is a Welfare Scheme by the Goa Building and Other Construction Workers Welfare Board, Dept of Labour and Employment, Goa. The worker registered with the Board is sanctioned financial assistance of upto ₹50,000 for the purchase/construction of a house.","House, Construction, Financial Assistance, Labour, Worker"
"Affordable Housing Component in Partnership of Pradhan Mantri Awas Yojana (Urban) under Uttarakhand Housing Policy Rules, 2024",https://www.myscheme.gov.in/schemes/ahcppmay,The scheme aims to provide affordable pucca housing with basic amenities to lower-income groups individuals in Uttarakhand through a partnership model under the Pradhan Mantri Awas Yojana (Urban).,"House, Affordable Housing, Awas"
Akanksha Housing Scheme,https://www.myscheme.gov.in/schemes/ahs,"Akanksha Housing Scheme was launched by the Housing Department, Government of West Bengal on 28/02/2014 to provide housing to the serving State Government employees.","Housing, West Bengal, State Government Employees"
Antyodaya Gruha Yojana: Construction of New House,https://www.myscheme.gov.in/schemes/agy,The scheme aims to provide financial assistance to eligible rural households for the construction of a new pucca house.,"Housing, Rural Housing, DBT, Pucca House, Financial Support"
Antyodaya Gruha Yojana: Incentive to Beneficiaries,https://www.myscheme.gov.in/schemes/agy-itb,"The scheme aims to provide time-bound completion incentives for rural housing construction. Through this scheme, incentives are provided to eligible beneficiaries who complete house construction within 4 and 6 months, respectively.","Housing, Rural Housing, DBT, Financial Assistance"
Ashram Schools (Scheduled Tribes),https://www.myscheme.gov.in/schemes/asst,"The scheme ""Ashram Schools"" was launched on 1st January 1966 by the Tribal Welfare and Scheduled Caste (SC) Department of Madhya Pradesh. The scheme provides free accommodation, mess, and education facilities to Scheduled Tribe students.","Scheduled Tribe, Student, Education, Hostel"
Credit Linked Subsidy Scheme for Middle Income Group,https://www.myscheme.gov.in/schemes/clssmig,"Under Credit Linked Subsidy Scheme, beneficiaries of Middle-Income Group (MIG) can seek housing loans from Banks, Housing Finance Companies and other such institutions for acquisition/ construction of house (including re-purchase).","Credit Linked, Subsidy, Loan, House, MIG, CLSS"
Mission Vatsalya-DNH&DD,https://www.myscheme.gov.in/schemes/vatsalya-dnhanddd,"Scheme Target for safety, happy childhood for every child by focusing on child protection, welfare, and development. It aims to support children in need of care (CNCP) and conflict with the law (CCL) through family-based non-institutional care, strengthening statutory bodies (like CWCs) and ensuring","Central Adoption Resource Authority, Children Homes, Shisu Gruh Specilized Adoption Agency, Open Shelter Home, Child Helpline"
Dharti Aaba Janjatiya Gram Utkarsh Abhiyaan,https://www.myscheme.gov.in/schemes/dajgua,"The scheme ensures holistic and sustainable development of tribal communities, building on PMJANMAN. It promotes inter-ministerial convergence across 17 ministries with 25 focused interventions. Gap analysis by departments guides need-based funding to bridge development gaps effectively.",Dharti Aaba Janjatiya Gram Utkarsh Abhiyaan
Mission Shakti- DNH & DD,https://www.myscheme.gov.in/schemes/shakti,"Mission Shakti is a Government of India umbrella scheme (2021–26) for women’s safety, security, and empowerment. It follows a life-cycle approach via Sambal (safety) and Samarthya (empowerment), strengthening services like One Stop Centres, Women Helpline (181), and Shakti Sadans.","Sambal, Samarthya, One Stop Centre, Women Helpline 181, Beti Bachao Beti Padhao, Nari Adalat, Pradhan Mantri Matru Vandana Yojana, Shakti Sadan, Sakhi Niwas, Palna, SANKALP Hub For Empowerment Of Women"
Assistance for Completely Damaged/Destroyed Houses,https://www.myscheme.gov.in/schemes/bhavanuk,"The scheme aims to provide financial assistance to individuals whose residential houses have been completely or partially damaged due to natural disasters in Uttarakhand. Under this scheme, compensation is provided to disaster-affected families to support them in rebuilding or repairing their homes.","Damaged House, Destroyed House, Disaster, Disaster Affected House"
Compensation for Loss of Life and Property Caused by Wild Animals in and around Forest Areas: Assistance for Damage to Houses Due to Wild Elephant Attacks,https://www.myscheme.gov.in/schemes/cllpwaafa-dhmhwehwe,"The scheme aims to provide financial assistance to residents of Uttarakhand whose houses, boundary walls, huts, or kutcha structures are damaged by wild elephants.","Damage To Houses, Elephant, Wild Elephant Attacks, Damage"
Construction Workers Night Shelter Scheme (MPBOCWWB),https://www.myscheme.gov.in/schemes/cwnss,"The ""Construction Workers Night Shelter Scheme"" by the Labour Department, Government of Madhya Pradesh provides for the construction of night shelters in urban areas and large Gram Panchayats. These shelters are intended for construction workers and their dependent family members.","Building, Construction, Housing, Labour, Worker, Shelter"
Construction of Free Houses for Tribals,https://www.myscheme.gov.in/schemes/cofhft,"This scheme provides free houses to tribals who already possess free house site pattas. The construction of the houses is carried out by government authorities, ensuring shelter for tribal communities.","Tribal Welfare, Free House Construction"
Construction of Hostels for OBC Boys and Girls,https://www.myscheme.gov.in/schemes/chobcbg,"The Scheme aims at providing hostel facilities to students belonging to socially and educationally backward classes, especially from rural areas, to enable them to pursue secondary and higher education.","Construction Of Hostels, OBC, Central Universities, Funding For Construction"
Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Support for Urban Homeless – Uttarakhand,https://www.myscheme.gov.in/schemes/daynulmsuh,"The scheme aims to provide safe and accessible night shelter facilities to homeless people living under the open sky in urban areas, ensuring they have protection and support at any time.","Urban, Homeless, Night Shelter"
Deen Dayal Disabled Rehabilitation Scheme,https://www.myscheme.gov.in/schemes/dddrs,"The umbrella Central Sector Scheme of this Ministry called the ""Scheme to Promote Voluntary Action for Persons with Disabilities"" was revised w.e.f. 01.04.2003 and was renamed as the ""Deendayal Disabled Rehabilitation Scheme (DDRS)""","Training, Pre-School, Special Schools"
Deen Dayal Upadhyaya Grah Aawas (Home-Stay) Vikas Yojana,https://www.myscheme.gov.in/schemes/ddugavyuk,"The scheme aims to promote rural and eco-tourism by encouraging local residents to develop homestay facilities, thereby generating employment and income opportunities within the state.","Homestay, Tourism, Subsidy, Loan, Construction Of Houses"
Financial Aid For Providing Hostel Facility To Transgender Students,https://www.myscheme.gov.in/schemes/faphfts,"The scheme “Financial Aid for Providing Hostel Facility to Transgender Students” was launched by the Department of Social Justice, Government of Kerala.","Transgender, Hostel Facility, Student, Financial Assistance, Accommodation"
Financial Assistance as Interest Subsidy on Home Loan,https://www.myscheme.gov.in/schemes/faishl,"The scheme aims to provide 50% reimbursement of interest on home loans up to ₹1,00,000 for eligible war widows, war bereaved families, war disabled personnel, and attributable peacetime casualties.","Housing, Loan, Ex-servicemen, Disabled"
Birsa Awas Nirman Yojana,https://www.myscheme.gov.in/schemes/bany,"The ""Birsa Awas Nirman Yojana"" by the Welfare Department, Government of Jharkhand, provides financial assistance in three installments for housing construction to Scheduled Tribes, along with a ₹500 incentive for monitoring agencies for timely completion.","Financial Assistance, Housing, Rural Development"
Boarding House Stipend Scheme (Tripura Govt.),https://www.myscheme.gov.in/schemes/bhsstg,"The scheme aims to provide accommodation support and reduce dropouts for ST students from remote areas, by offering a stipend per day (including LPG and upkeep) for those in hostels.","Stipend, Student, Shelter, Housing, Boarding"
Dr. Ambedkar Awas Yojana,https://www.myscheme.gov.in/schemes/daay,"Under the scheme, financial assistance of ₹1,20,000/- is provided to Scheduled Caste individuals who do not own a residential home, have an old rough residential home, or own a plot for residence, and who belong to the Below Poverty Line (BPL) category for the construction of a house.","Scheduled Caste, House, Awas, Financial Assistance, BPL"
Dr. Babu Jagjivan Ram Living cum work shed Construction Scheme,https://www.myscheme.gov.in/schemes/dbjrlcwscs,"The ""Dr. Babu Jagjivan Ram Living cum work shed Construction Scheme"" provides financial assistance to houseless leather artisans for constructing Living cum Work Sheds through the Rajiv Gandhi Rural Housing Corporation.","Financial Assistance, Housing, Subsidy, Artisans"
Chief Minister Housing Assistance Programme,https://www.myscheme.gov.in/schemes/cmhap,"The scheme ""Chief Minister’s Housing Assistance Programme"" by the Housing Department, Government of Meghalaya, aims to provide durable housing to EWS and LIG families. Through this scheme, roofing materials and dwelling houses are provided to eligible families in the State.","EWS, Durable Housing, Support, Rural, Urban"
Chief Minister's Adarsh Gram Yoiana 2017,https://www.myscheme.gov.in/schemes/cmagy,The Government of Arunachal Pradesh has decided to implement the Chief Minister's Adarsh Gram Yojana 2017 for creating model villages in the state.,"Housing, Drinking Water, Electricity At Household Level, Primary School, Primary Health Infrastructure, Internal Roads, Employment"
Chief Minister's Building and Other Construction Workers Urban Housing Scheme (MPBOCWWB),https://www.myscheme.gov.in/schemes/cmbaocwump,"The scheme was revised in 2018, the ""Chief Minister's Building and Other Construction Workers Urban Housing Scheme,"" to provide an additional ₹1,00,000 assistance to eligible construction workers in urban areas, along with grants from the Central and State Governments.","Worker, Construction, Financial Assistance, Housing, Labour, Urban"
Chief Minister's Building and Other Construction Workers Housing (Rural) Scheme,https://www.myscheme.gov.in/schemes/cmbocwhrs,"Launched in 2013, the ""Chief Minister's Building and Other Construction Workers Housing (Rural) Scheme"" provides permanent houses to registered construction workers in rural areas of Madhya Pradesh.","Worker, Construction, Financial Assistance, Housing, Labour"
Chief Ministers House Rent,https://www.myscheme.gov.in/schemes/cmhr,"The ""Chief Minister's House Rent"" scheme by the Department of De-notified, Nomadic, and Semi-Nomadic Welfare, Government of Madhya Pradesh, provides ₹1,000 to ₹2,000 per student per month in Bhopal, Indore, Jabalpur, Gwalior, and Ujjain.","Housing, Rent, College, Student"
Distribution of Free House Sites to Scheduled Caste/Other Economically Backward Classes,https://www.myscheme.gov.in/schemes/dfhsscoebc,"Through this scheme, the homeless poor Scheduled Caste people, and other Economically backward class people, who meet the eligibility criteria, are provided housing sites to enable them to construct their own houses. Approximately 11,000 persons so far have benefitted from this scheme.","Housing, House, Economically Backward Class, Scheduled Caste, EBC, SC"
Central Assistance For One Time Settlement Of Displaced Families From PoK And Chhamb Under Prime Minister's Development Package,https://www.myscheme.gov.in/schemes/otsdfpc,"A relief and rehabilitation scheme by the Ministry of Home Affairs provides central assistance to the displaced families from PoK And Chhamb and settled in the state of Jammu & Kashmir. The amount of Central Assistance of Rs. 5,49,692/- per family will be distributed through Direct Benefit Transfer.","Rehabilitation, Displaced, Business, Farming, Jammu, Kashmir, Family"
Home for Mentally Challenged Children,https://www.myscheme.gov.in/schemes/hmcc,"The scheme ""Home for Mentally Challenged Children"" by the Department of Social Welfare, Government of Puducherry, aims to provide care for children facing mental challenges, i.e. low Intelligence Quotient (IQ). The scheme offers free boarding and lodging, uniform sets, daily living needs, etc.","Food, Shelter, Child, Medical Assistance"
Home Loan Interest Subsidy Scheme- Gujarat Labour Welfare Board,https://www.myscheme.gov.in/schemes/hliss-glwb,"Under the scheme, a 3% Interest Subsidy is provided to workers who are employed in the organized sector to buy their own house and get relief from interest deductions on loans taken from banks.","Home Loan, Interest, Subsidy, Organized Worker, Labour, Industrial Worker"
Homes For Intellectually Impaired Persons,https://www.myscheme.gov.in/schemes/hiip,"The ""Homes for Intellectually Impaired Persons"" is a scheme by the Department of Social Justice & Special Assistance, Govt. of Maharashtra. In this scheme, Mentally Deficient Children who are in need of care and protection are admitted into shelter homes through the Child Welfare Committees.","Child, Person With Disability, Shelter, Social Justice"
Hostel Facility Scheme (HPBOCWWB),https://www.myscheme.gov.in/schemes/hfshpbocwwb,"The Hostel Facility Scheme, introduced by the HPBOCWWB , provides financial assistance ranging from ₹15,000 to ₹20,000 annually. This support covers accommodation, boarding, and food expenses for the children of registered worker while they reside in a hostel.","Construction Workers, Building Worker, Labour, Financial Assistance, Hostel"
House Building Loan Scheme for Employees of Government of Goa,https://www.myscheme.gov.in/schemes/hblsegg,The scheme aims to assist government employees in achieving their dream of owning a house by providing financial support to erstwhile House Building Advance scheme beneficiaries whose loans were operative as on 15th May 2020. The scheme provides loan takeover facility through empanelled banks.,"Loan, Housing, Subsidy, Interest, Finance"
Hostel Assistance Scheme for Children of Migrant Construction Workers (GBOCWWB),https://www.myscheme.gov.in/schemes/hascmcwgbocwwb,"Under the scheme, hostel facilities for free accommodation and meals shall be provided to the children of migrant construction workers in primary school. The aim of the scheme is to provide primary, secondary, and higher education to the children of migrant construction workers.","Hostel, Building Worker, Construction Worker, Labour, School, Free Accommodation"
House Subsidy Scheme,https://www.myscheme.gov.in/schemes/hs,"A subsidy of Rs. 1,30,000/- is given to persons from Scheduled Castes, Other Backward Classes, Minority Communities, Single Women, or handicapped for the construction of the house.","Housing Scheme, Subsidy, Construction, SC/ST, Women, Handicapped, Minority Scheme"
Hostel Rent Assistance Scheme for Tribal Students,https://www.myscheme.gov.in/schemes/hrasfts,"The scheme provides financial assistance towards hostel rent for Scheduled Tribe students pursuing undergraduate and postgraduate courses in government colleges, who are staying in rented accommodation for the purpose of regular studies.","Hostel, Student, Rent, Undergraduate, Scheduled Tribes, Postgraduate"
Housing Assistance (Madhya Pradesh),https://www.myscheme.gov.in/schemes/ha,"The scheme ""Housing Assistance (Madhya Pradesh)"" by the Tribal Welfare and Scheduled Caste (SC) Department, Government of Madhya Pradesh, provides housing support to tribal boys and girls pursuing higher education outside their hometown, where hostels are not available.","Student, Hostel, Higher Education, Housing"
Housing Subsidy Scheme (GBOCWWB),https://www.myscheme.gov.in/schemes/hssgbocwwb,The main objective of this scheme is to provide financial assistance to construction workers registered with the Gujarat Building and Other Construction Worker’s Welfare Board to build their own houses.,"Building Worker, Construction Worker, Labour, House, Financial Assistance, Loan"
Imbichi Bawa Housing Renovation Scheme,https://www.myscheme.gov.in/schemes/ibhrs,"The scheme ""Imbichi Bawa Housing Renovation Scheme"" by the Minority Welfare Department, Government of Kerala, aims to improve the basic facilities of houses belonging to widowed, divorced, or abandoned women from minority religious communities.","Widow, Divorce, Woman, House, Renovation"
Indian Community Welfare Fund,https://www.myscheme.gov.in/schemes/icwf,"A scheme by Ministry of External Affairs (MEA) for the welfare of Overseas Indians; assisting them in distress situations. ICWF has also been a critical support in emergency evacuation of Indian nationals from conflict zones, countries affected by natural disasters and other challenging situations.","Non Resident Indian, Overseas Indian, Welfare, Student, Legal Assistance, Medical Assistance, Disability, PwD, Artist, Shelter"
Integrated Hostel Scheme,https://www.myscheme.gov.in/schemes/ihs,"""Integrated Hostel Scheme"" by the Tribal Welfare and Scheduled Caste (SC) Department, Government of Madhya Pradesh, provides free residential facilities, meals, and basic amenities to SC/ST/OBC students studying in classes 1st to 12th and also to the students pursuing college education.","School, Education, Hostel, Student"
Gaushala Vikas Yojana,https://www.myscheme.gov.in/schemes/gvyr,"This initiative provides financial assistance to registered gaushalas for building permanent infrastructure. Under this scheme, up to ₹10,000,00/- can be provided, with 90% of the funding from the state government and 10% contributed by the gaushala.","Cattle Welfare, Animal Husbandry"
Government Working Women’s Hostel,https://www.myscheme.gov.in/schemes/gwwh,"The scheme ""Government Working Women’s Hostel"" is an initiative by the Social Welfare and Women Empowerment Department, Govt. of Tamil Nadu. The scheme aims to provide safe accommodation facilities to working women who live far away from their families, belonging to lower and middle-income groups.","Accommodation, Women, Hostel, Food"
Grant In Aid To Old Age Home,https://www.myscheme.gov.in/schemes/gaoah,"The ""Grant in Aid to Old Age Home"" is a scheme by the Dept. of Social Justice & Special Assistance, Govt. of Maharashtra. In this scheme, grants are provided to the NGOs for accommodating old men & women, destitute, disabled victims, into Old Age Homes, and providing them with food, & accommodation.","NGO, Old Age, Senior Citizen, Shelter, Social Welfare"
Government Service Home - Tamil Nadu,https://www.myscheme.gov.in/schemes/gshtn,"The scheme ""Government Service Home"" was launched by the Social Welfare and Women Empowerment Department, Government of Tamil Nadu. The scheme aims to provide institutional care to widows, destitute women, deserted women, adolescent girls and differently-abled women and their children.","Home, Women, Destitute, Deserted, Girl, Food, Education"
Government Special School for the Visually Handicapped and the Hearing Impaired,https://www.myscheme.gov.in/schemes/gssvhhi,"The scheme “Government Special School for the Visually Handicapped and the Hearing Impaired” by the Department of Social Welfare, Government of Puducherry, was introduced to facilitate the education and self-confidence development of visually impaired and hearing-impaired children.","School, Handicapped, Disability, Student, Food, Uniform"
Grant In Aid Hostels,https://www.myscheme.gov.in/schemes/giah,"The scheme aims to provide boarding and lodging facilities to tribal students who wish to pursue primary, secondary and higher secondary education. Free lodging and boarding facilities are provided to intended beneficiaries who are students studying in standards 5th to 12th.","Student, Scheduled Tribe, Hostel, Education, Grant"
Grant for the Repair of House (BBOCWWB),https://www.myscheme.gov.in/schemes/grhbbocwwb,"Under this scheme, financial assistance of ₹20,000/- is provided to registered workers who have been members of the Board for at least three years for repair of house. However, workers who have already received assistance for house construction, bicycles, or tools are not eligible for this benefit.","Building Worker, Construction Worker, Financial Assistance, Labour, Organized Worker, Repair Of House"
Grant of House Construction Subsidy to Scheduled Caste People,https://www.myscheme.gov.in/schemes/ghcsscp,"The scheme “Grant of House Construction Subsidy to Scheduled Caste People” was introduced by the Adi Dravidar Welfare Dept, Govt of Puducherry. The poor Scheduled Caste people, and other Economically backward class people, who meet the eligibility criteria, are provided house construction subsidy.","House, Construction, Housing, Subsidy, Scheduled Caste, SC"
"Free Caste Hostel (De-Notified, Nomadic and Semi-Nomadic Communities)",https://www.myscheme.gov.in/schemes/fchdnnasnc,"The ""Free Caste Hostel"" scheme by the Department of De-notified, Nomadic, and Semi-Nomadic Welfare, Government of Madhya Pradesh, provides a scholarship of ₹1,230 per month for boys and ₹1,270 per month for girls for 10 months.","Student, Hostel, Education, Ashram, Nomadic"
Gadiya Lohar Maharana Pratap Bhawan Nirman Yojana,https://www.myscheme.gov.in/schemes/glbngs,"This scheme provides financial assistance of ₹1,20,000/- in three instalments to Gadiya Lohar families in Rajasthan for the construction of permanent houses and ensuring their settlement.","Financial Assistance, Bhawan Nirman, Maharana Pratap, Gadia Lohar, House Construction"
Garima Greh Shelter Homes For Transgender Persons,https://www.myscheme.gov.in/schemes/smile,"Garima Greh aims to provide shelter to Destitute & abandoned Transgender persons with basic amenities like shelter, food, medical care and recreational facilities.","Transgender, Shelter Home, Accomodation, Rehabilitation"
"Grant-in-Aid to Non-governmental Organisations Running Residential Homes for the Children, Aged, and Vulnerable Persons Under Social Defence",https://www.myscheme.gov.in/schemes/giatngorhcavpusd,"“Grant-in-Aid to Non-governmental Organisations Running Residential Homes for the Children, Aged, and Vulnerable Persons Under Social Defence"" was launched by Dept of Social Welfare, Govt of Puducherry. NGOs are paid ₹ 500/- per month per inmates, in two equal installments, for 12 months.","Home, NGO, Children, Senior Citizen, Shelter"
Halpati Housing Scheme,https://www.myscheme.gov.in/schemes/hhs,"Under this scheme, ₹1,20,000 financial assistance is provided for self-constructed houses in rural south Gujarat to support housing needs of Halpati (Talaviya, Nayaka) caste members included in Scheduled Tribes.","Housing, Financial Assistance, Schedule Tribe, Rural Development"
Kalakar Kritadnyata Nidhi: Compensation Towards Natural Calamities,https://www.myscheme.gov.in/schemes/kkn-ctnc,"The scheme aims to financially assist the Goan artists to meet expenses towards repair or construction of their houses damaged due to natural calamities. The maximum financial assistance provided under this component is ₹25,000/- or the valuation done by the Taluka Mamlatdar.","Artist, Culture, Compensation, Calamity, House, Construction"
Kasturba Gandhi Residential Girls’ Hostel,https://www.myscheme.gov.in/schemes/kgbvrghuk,"The scheme aims to encourage girls’ participation in education at the upper primary and secondary levels and to provide quality education to girls from disadvantaged groups (SC, ST, OBC, Minority communities and BPL families) studying in Classes 6 to 12.","Hostel, Girl Student, Upper Primary Level, Secondary Level, Kasturba Gandhi"
Financial Assistance for Hostel Facility in Professional/Technical Institutions (HBOCWWB),https://www.myscheme.gov.in/schemes/fahfptihbocwwb,"Under this scheme, the Board provides financial assistance of up to ₹1,20,000/- to the children of construction workers for hostel facilities while they pursue technical/professional courses in recognized institutes.","Financial Assistance, Hostel Facility, Student, Building Worker, Construction Worker, Labour"
Financial Assistance for Purchase or Construction of House (UKBOCWWB),https://www.myscheme.gov.in/schemes/hasukbocwwb,"The scheme provides loans of up to ₹50,000/- to construction workers registered with the Uttarakhand Building and Other Construction Workers Welfare Board (UKBOCWWB) for the purchase or construction of a house, at a minimum interest rate of 5% per annum.","Loan, House, Construction Worker, Building Worker, Labour"
Loans and Advances for Construction of a House,https://www.myscheme.gov.in/schemes/lach,"The ""Loans and Advances for Construction of a House"" scheme by the Manipur Building and Other Construction Workers' Welfare Board provides financial support to registered construction workers to build their own houses. Beneficiaries can avail loans based on their skill level, with amounts ranging.","Loan, House Construction, Construction Worker"
Mukhyamantri Aawasiye Bhu-Adhikaar Yojana,https://www.myscheme.gov.in/schemes/mabay,Revenue Department of Madhya Pradesh State started this scheme to provide residential plots.,"Housing, Shelter, Land, Plots"
Mahila Swayamsiddha Yojana Rajasthan,https://www.myscheme.gov.in/schemes/msyr,"The scheme objective is to provide free skill training and self-employment support to widowed, abandoned, and destitute women through voluntary organizations. The scheme is implemented by the Social Justice and Empowerment Department with financial assistance provided to participating NGOs.","Financial Assistance, NGOs, Voluntary Organizations, Destitute Women, Skill Training"
Maintenance of Govt Boys and Girls Hostels (SC),https://www.myscheme.gov.in/schemes/mgbghsc,"Under this scheme, it provides free hostel, food, and academic facilities to scheduled caste students pursuing post-SSC education.","Student, Hostel, Textbooks, Free Meal, Education"
Mamasaheb Phadke Management of Govt Adarsh ​​Residential Schools (SC) Scheme,https://www.myscheme.gov.in/schemes/mpmgarssc,"The scheme aims to expand access to quality residential education for scheduled caste students in standards 9 to 12. Through this scheme, eligible SC students receive free boarding, lodging, textbooks, uniforms, meals, and additional support services to enhance academic participation.","Hostel, Student, Textbooks, Uniform, Scheduled Caste"
