Title,Link,Description,Tags
"Capital Subsidy for Establishment of Sea Plane, Amphibian Tourist Vehicle and Aero Sports and Aero Sports Training Centre/Academy",https://www.myscheme.gov.in/schemes/csespatvasastca,"The scheme aims to encourage private investment in niche adventure tourism sectors such as sea planes, amphibian vehicles, and aero sports academies in Madhya Pradesh. It provides eligible investors with a 25% capital subsidy on fixed capital investment, up to ₹10,00,00,000/-.","Subsidy, Capital, Investment, Tourism, Infrastructure"
Capital Subsidy for Heritage Hotel under Proprietorship,https://www.myscheme.gov.in/schemes/cshhp,"The scheme aims to encourage the establishment of heritage hotels through private investment by providing financial assistance to proprietors. The scheme provides a capital subsidy of 15% on fixed capital investment, subject to a maximum ceiling of ₹2,00,00,000/-. The applicants must be proprietors.","Subsidy, Capital, Investment, Heritage, Tourism"
Capital Subsidy to Existing Hotels for Renovation/Modernization & Upgradation,https://www.myscheme.gov.in/schemes/csehrmu,"The scheme aims to incentivize existing hotels and resorts in Madhya Pradesh to upgrade their facilities to Deluxe, 4-Star, or higher categories. It provides capital subsidy benefits to private investors and hotel owners who undertake significant renovation and modernization projects.","Subsidy, Capital, Investment, Tourism, Infrastructure"
Dr. B.R. Ambedkar’s Yatra Scheme to visit the places connected with Dr. B.R. Ambedkar’s life in India,https://www.myscheme.gov.in/schemes/dbrasvpcdbrali,"The scheme aims to assist the people who want to visit the places connected with Dr. B.R. Ambedkar’s life in India. It provides comprehensive financial assistance, with all expenses for the tour programme fully borne by the Department, targeting SC/ST applicants of Puducherry.","Scheduled Caste, Scheduled Tribe, Travel, Pilgrimage, Transport"
Chief Minister's Meghalaya Homestay Mission Scheme,https://www.myscheme.gov.in/schemes/cmmhms,The scheme aims to promote and upgrade homestays across the state. It seeks to strengthen tourism infrastructure and create sustainable livelihood opportunities while enhancing Meghalaya’s eco-tourism potential.,"Homestay, Tourism, Hospitality"
Chief Minister’s Paryatan Siksha Yojana,https://www.myscheme.gov.in/schemes/cmpsy,The scheme “Chief Minister’s Paryatan Siksha Yojana” was launched by the Government of Arunachal Pradesh to promote tourism and develop the industry by means of trained individuals.,"Tourism, Professional, Training, Diploma Course, Sponsorship, Scheduled Tribe"
Chief Minister’s Paryatan Vikas Yojana,https://www.myscheme.gov.in/schemes/cmpvy,The scheme “Chief Minister’s Paryatan Vikas Yojna (CMPVY)” was launched by Government of Arunachal Pradesh is to develop tourism facilities in the state to attract more tourism.,"Tourism, Development, Tourist, Adventure, Homestays"
Investment Promotion Assistance To Setup Large/Mega/Ultra-Mega Tourism Projects,https://www.myscheme.gov.in/schemes/ipaslmumtp,"The scheme aims to attract high-value private investment for developing Large, Mega, and Ultra-mega tourism projects in the state. It offers financial assistance of up to 30% of the capital investment to investors who meet minimum investment thresholds and generate employment for Madhya Pradesh.","Subsidy, Capital, Investment, Tourism, Infrastructure"
High Altitude Guide Course,https://www.myscheme.gov.in/schemes/highaltitudeuk,The scheme aims to train and certify youth of Uttarakhand as professional high-altitude guides who have already completed a Low Altitude Guide Course from a recognized institution.,"High Altitude, Tourism, Youth, Guide"
Hinglaj Devi Temple and Nankana Sahib Yatra in Pakistan- Madhya Pradesh,https://www.myscheme.gov.in/schemes/hdtnsypmp,"The scheme aims to provide financial assistance to the pilgrims of the state going on pilgrimage to Hinglaj Devi Temple & Nankana Sahib located in Pakistan. Under this scheme, the State Government will reimburse 50% of the total expenses incurred during the pilgrimage, up to a maximum of ₹30,000/-.","Hinglaj Devi Temple, Nankana Sahib, Pilgrim, Financial Assistance"
Installation of Ropeway Infrastructure for Transport in Inaccessible Tourist Places or Forest Areas,https://www.myscheme.gov.in/schemes/irititpfa,"The scheme aims to enhance connectivity in inaccessible tourist and forest areas by installing ropeways. It provides a Capital Investment Subsidy of 40% up to ₹5,00,00,000/- to private investors establishing ropeway infrastructure with a minimum investment of ₹1,00,00,000/-.","Subsidy, Capital, Investment, Tourism, Infrastructure"
Grant For Oru Kala Pooja,https://www.myscheme.gov.in/schemes/gokp,"The scheme aims to provide annual financial assistance to Hindu Religious Institutions situated in the Union Territory of Puducherry that have poor resources. It benefits the temple authorities by covering expenses associated with the performance of Oru Kala Pooja, Current Consumption Charges, etc.","Grant, Temple, Financial Assistance, Religion, Heritage"
"Grant of Financial Incentives for Hotels, Resorts, and Tourism Projects",https://www.myscheme.gov.in/schemes/gfihrtp,"The scheme aims to promote tourism infrastructure by providing financial incentives to hotels, resorts, heritage hotels, and other tourism projects. The scheme offers capital grants and subsidies to eligible applicants who have invested in and developed tourism-related projects.","Hotel, Resort, Tourism, Incentive, Heritage"
Free Passport Scheme,https://www.myscheme.gov.in/schemes/freepassport,"The scheme aims to facilitate higher education and global career opportunities for students by covering the cost of passport issuance. Under this scheme, final-year UG and PG students in government colleges receive reimbursement for passport application fees.","Free Passport, Under Graduate, Post Graduate, Reimbursement, Student"
Free Travel in Uttarakhand Transport Corporation Buses to Widowed Daughters-in-Law of Freedom Fighters,https://www.myscheme.gov.in/schemes/ftutwd,The scheme aims to provide free travel facilities in Uttarakhand Transport Corporation (UTC) buses to the widowed daughters-in-law of freedom fighters. Beneficiaries under this scheme are entitled to avail complimentary travel across all UTC bus services within the state.,"Widow, Transport Facilitiy, Free Bus Travel, Freedom Fighter"
Free Travel in S.T Bus to the Disabled Persons,https://www.myscheme.gov.in/schemes/ftstbdp,"Under this scheme, the benefit of free travel in all types of busses of the Gujarat State Road Transport Corporation is provided to Person with Disabilities in all state routes and also provides the benefit of travel to the last route out of state.","Free Travel, Bus, PwD, Bus Pass, Disability"
Free Travelling Facility (HBOCWWB),https://www.myscheme.gov.in/schemes/ftfhbocwwb,"Under this scheme, the amount spent by registered workers and 4 family members for visiting famous religious/historical places once in four years will be paid at the rates prescribed by Haryana Roadways (ordinary fare) or actual railway fare (Second Class).","Free Travelling, Building Worker, Construction Worker, Labour, Historical Places, Religious Places"
Haj Pilgrimage to Saudi Arabia,https://www.myscheme.gov.in/schemes/hpsa,"The scheme aims to perform Haj Pilgrimage at Holy Mecca. The scheme provides an air fare subsidy of ₹24,000/- for each pilgrim and includes free medical facility while in Mecca. The applicant must be an Indian citizen who possesses sound health and has not performed Haj for the preceding five years.","Pilgrim, Travel, Airfare, Medical, Subsidy"
Jharkhand Mukhyamantri Gram Gadi Yojana,https://www.myscheme.gov.in/schemes/jmggy,"The scheme ""Jharkhand Mukhyamantri Gram Gadi Yojana"" by the Transport Department, Government of Jharkhand, aims to enhance rural connectivity and provide affordable transportation facilities to rural residents. It supports private bus operators to operate on rural routes with financial assistance...","Financial Assistance, Bus Operators, Rural, Tax"
Kailash Darshan Yatra,https://www.myscheme.gov.in/schemes/kdy,"The scheme provides financial assistance to pilgrims from Gujarat undertaking the Kailash Darshan Yatra. To be eligible, the applicant must be a selected pilgrim from Gujarat and submit proof of yatra completion within 90 days. Applications for this scheme are accepted offline.","Travel, Tourism, Pilgrim, Culture, Heritage"
Kailash Mansarovar Yatra Scheme 2016,https://www.myscheme.gov.in/schemes/kmys2016,"The scheme “Kailash Mansarovar Yatra Scheme 2016” was launched by the Tourism Department, Government of Haryana on 12th July 2016. Under the scheme, the government of Haryana provides financial assistance to the pilgrims of the State of Haryana.","Tourism, Mansarovar, Pilgrim, Financial Assistance, Yatra"
Kailash Mansarovar Yatra- Madhya Pradesh,https://www.myscheme.gov.in/schemes/kmymp,"This scheme aims to provide financial assistance to the pilgrims of the state going on the Kailash Mansarovar Yatra. Under this scheme, the State Government will reimburse 50% of the total expenses incurred during the Kailash Mansarovar Yatra, up to a maximum of ₹30,000/- per pilgrim.","Kailash, Mansarovar, Pilgrim, Financial Assistance"
Financial Assistance to Permanent Residents of Uttarakhand for Religious Pilgrimages,https://www.myscheme.gov.in/schemes/faprurp,"The scheme aims to provide financial assistance of ₹50,000/- to permanent residents of the state who have successfully completed the Kailash Mansarovar Yatra, irrespective of their religion or caste.","Kailash, Mansarovar, Yatra, Financial Assistance, Religious Pilgrimages"
Leave Travel Concession Scheme- Haryana Labour Welfare Board,https://www.myscheme.gov.in/schemes/ltcs-hlwb,"Under this scheme, an amount of ₹1,500/- is provided to the workers employed in the industrial and commercial institutions of the state of Haryana in the form of Leave Travel Concession (LTC) for travel once in a block of 4 years.","Leave Travel, Concession, Labour, Worker, LTC"
Life Saving Technique Water Sports Operator,https://www.myscheme.gov.in/schemes/lifesavinguk,"The scheme aims to train youth of the state as certified trainers and operators in water life-saving techniques. Under this scheme, training opportunities are provided to selected beneficiaries to develop water safety and rescue skills.","Water Sports, Life-saving Techniques, Swimming, Trainer"
Low Altitude Guide Course,https://www.myscheme.gov.in/schemes/lowaltitudeuk,The scheme aims to train and certify youth from Uttarakhand as professional low altitude guides and provide them with skill development opportunities to strengthen their role in the state’s tourism sector.,"Low Altitude, Guide, Training, Youth"
Marketing Development Assistance Scheme,https://www.myscheme.gov.in/schemes/mdas,The Marketing Development Assistance (MDA) Scheme under the Overseas Promotion & Publicity (OPP) Scheme aims to support the promotion and marketing of Indian tourism in overseas markets.,"Tourism, Financial Assistance, Promotion, Operators, International"
Meghalaya Adventure Tourism Scheme,https://www.myscheme.gov.in/schemes/mats,"The objective of the Meghalaya Adventure Tourism Scheme is to promote Meghalaya as a premier eco-adventure destination while generating local livelihoods through sustainable and community-based tourism. It also ensures safety, environmental protection, and sectoral growth.","Tourism, Training, Employment, Paragliding, Loan"
Meghalaya Tourism Development & Investment Promotion,https://www.myscheme.gov.in/schemes/mtdip,Meghalaya Tourism Development and Investment Promotion Scheme 2012 started on 20th Jan 2012 under the Tourism Department sponsored by the state to assist in the creation of tourism infrastructure in the form of homestays and resorts,"Travel, Tourism, Financial Assistance, Homestays, Resort, Meghalaya"
Prime Tourism Vehicle Scheme-Meghalaya,https://www.myscheme.gov.in/schemes/ptvsme,"The scheme boosts tourism by providing 50% financial assistance for adventure tourism vehicles, along with easy credit, operator training, and GPS and branding support.","Tourism, Vehicle, Tourist Guide, Training, Drivers"
National Youth Award,https://www.myscheme.gov.in/schemes/nya,This award is to motivate young persons to achieve excellence in the field of national development or social service and to develop in them a sense of responsibility to the community and thus to improve their potential as good citizens.,"Youth, Purashkar, National, Social Service, Good Citizens"
Pilgrimage Rejuvenation and Spiritual Augmentation Drive (PRASHAD),https://www.myscheme.gov.in/schemes/prashad,"Launched in 2014–2015, the scheme ""Pilgrimage Rejuvenation and Spiritual Augmentation Drive (PRASAD)"" is a Central Sector Scheme by the Ministry of Tourism, Government of India. The scheme focuses on developing and identifying pilgrimage sites across India to enrich the religious tourism experience.","Pilgrimage, Rejuvenation, Heritage, Infrastructure, Tourism"
Operation of Paragliding Activities,https://www.myscheme.gov.in/schemes/opa,"The scheme aims to promote safe, regulated, and professional paragliding activities in Uttarakhand by permitting certified paragliding companies and licensed tandem pilots to operate within the state.","Tandem Pilot, Paragliding Activities, License, Aero Sports"
Operation of River Rafting / Kayaking Activities,https://www.myscheme.gov.in/schemes/orrkauk,"The scheme aims to promote safe & regulated adventure tourism in the state by allowing licensed rafting companies to operate & issuing certifications to qualified river guides. Under this scheme, rafting companies are granted permission to operate, and licenses are issued to qualified river guides.","Tourism Business, River Rafting, License, Kayaking Activities, Aero Sports"
"P1, P2, P3, P4, SIV, Guided Flying",https://www.myscheme.gov.in/schemes/p1234uk,"The aim of the scheme is to train and develop skilled youth of Uttarakhand, aged between 18 to 30 years, who are educated, mentally, and physically fit, to become professional paragliding pilots and instructors.","Tandem Pilot, Instructor, Guided Flying, SIV"
S.P. Nautiyal Museum,https://www.myscheme.gov.in/schemes/spnmuk,"The scheme “S.P. Nautiyal Sangrahalaya” implemented by the Wadia Institute of Himalayan Geology, provides insights into the Great Himalayas through geological maps, charts, models, and educational exhibits, displaying rock, mineral, and fossil samples from the entire Himalayan region.","Educational Exhibits, Visitor"
"S.T. Bus Pass Fee Concession Scheme For Government/ Non Government Primary, Secondary & Higher Secondary and Higher Technical Education Students",https://www.myscheme.gov.in/schemes/stbpfcsgngpshshtes,"The scheme aims to provide concession in bus fare fees to the students studying in Primary, Secondary, Higher Secondary, and Higher Secondary Technical Education in Government and Non-Government schools. The scheme is implemented by the Gujarat State Road Transport Corporation (GSRTC).","Bus, Transport, Student, School, Girl"
Promotion And Development Of Tea Tourism Infrastructure In Assam,https://www.myscheme.gov.in/schemes/pdtti-assam,"The scheme “Promotion and Development of Tea Tourism Infrastructure in Assam” was launched by the Government of Assam which broadly includes the overall experience of tourists in the midst of a tea garden or state, with accommodation facilities in iconic bungalows with modern amenities.","Tea, Tourism, Garden, Financial Assistance, Infrastructure"
Punjab Farm Tourism Scheme,https://www.myscheme.gov.in/schemes/pfts,"The scheme envisages to provide to the tourists a clean, hygienic and comfortable stay in the farm houses spread across the State of Punjab. The scheme also aims to provide cultural experience to the domestic and foreign tourists through their exposure to village life.","Farm, Tourism, Stay, Tourist, Registration"
Rafting Course & Internship,https://www.myscheme.gov.in/schemes/raftinguk,"The scheme aims to train and certify youth of Uttarakhand, aged 18 to 30 years, as skilled and professional river rafting guides. Under this scheme, rafting training and internship opportunities are provided to youth of the state.","Youth, Rafting Guide, Rafting Course, Internship"
Mukhyamantri Tirth Yatra Yojana,https://www.myscheme.gov.in/schemes/mtyy,"Under this scheme, members of families with an annual income of less than ₹1.80 lakhs who are over 60 years of age will be taken for pilgrimages to Ayodhya, Varanasi, and other sacred places. The state government will bear all the expenses for their travel.","Tirth Yatra, Pilgrim, Senior Citizen, Religious Destinations"
Mukhyamantri Tirth Yatra Yojana - Delhi,https://www.myscheme.gov.in/schemes/mtyyd,"The Delhi government’s Mukhyamantri Tirth Yatra Scheme, under which people over the age of 60 are taken for a pilgrimage free of cost, is expected to restart in a month’s time. The scheme, which started in 2018, has been suspended for a year and a half because of Covid. Between 2018 and 2020.","Tirth Yatra, Delhi, Travel, Tourism"
Mumkin - Livelihood Generation Scheme,https://www.myscheme.gov.in/schemes/mlgs,"""Mumkin - Livelihood Generation Scheme"" is a initiative of Jammu & Kashmir State. This scheme is provide the financial help to the youth to empower them and promote the self employment.","Business, Transport, Self-employement"
Mukhyamantri Asangathit Karmakar Ijjat Monthly Season Ticket Card Yojana,https://www.myscheme.gov.in/schemes/makimstc,"Chhattisgarh State Government started a scheme ""Mukhyamantri Asangathit Karmakar Ijjat Monthly Season Ticket Card Yojana"" for unorganized worker on 27 December 2017.","Travel Pass, Unorganized Worker, Train Travel"
Observation Home and Special School,https://www.myscheme.gov.in/schemes/ohss,"“Observation Home and Special School"" was launched by the Dept of Social Welfare, Govt of Puducherry. The scheme aims to take care of the children who are juvenile delinquents by providing a home to them where their basic needs are taken care of including general and vocational education.","Children, Sports, School, Tour"
Scheme of Financial Assistance to IHMs/FCIs/IITTM/ICI/NCHMCT/PSUs,https://www.myscheme.gov.in/schemes/sfaifiinp,"The scheme aims to provide Central Financial Assistance for setting up, expanding, upgrading, and replacing equipment for institutions involved in tourism and hospitality education and capacity building. Benefits include capital grants for construction and equipment.","Institute, Society, Construction, Upgradation, Equipment, Hospitality, Tourism"
Scheme for Hotel and Restaurant Projects,https://www.myscheme.gov.in/schemes/shrp,"The scheme was launched by PIPDIC, Department of Industries & Commerce, Puducherry. The scheme aims to financially assist entrepreneurs for setting up entrepreneurs setting up of hotel/restaurant projects in urban areas. The applications for this scheme are accepted online through the PIPDIC portal.","Entrepreneur, Tourism, Project, Hotel, Tourist, Restaurant"
Scheme for Tourism-related Activities,https://www.myscheme.gov.in/schemes/stra,"The scheme aims to financially assist entrepreneurs for setting up or development of amusement parks, cultural centres, convention centres, restaurants, tourist service agencies, including expansion and modernization project. The applications for scheme are accepted online through PIPDIC portal.","Entrepreneur, Tourism, Project, Expansion, Tourist"
Swaran Jayanti Guru Darshan Yatra Scheme 2016,https://www.myscheme.gov.in/schemes/sjgdys2016,"The scheme “Swaran Jayanti Guru Darshan Yatra Scheme 2016” was launched by the Tourism Department, Government of Haryana on 12th July 2016.","Pilgrims, Financial Assistance, Gurudwara, Yatra, Tourism"
Tea Tourism - Uttarakhand Tea Development Board,https://www.myscheme.gov.in/schemes/ttuktdb,"The scheme aims to promote tea tourism in Uttarakhand by attracting visitors to tea gardens and factories, creating local jobs, and supporting the state’s tea industry.","Tea, Tourism, Tea Garden, Tea Factory"
Uttarakhand Tourism Entrepreneur Promotion Scheme,https://www.myscheme.gov.in/schemes/ukteps,The scheme aims to aims to encourage and financially strengthen permanent residents/entrepreneurs of the state who invest ₹1 crore to ₹5 crore in the tourism sector.,"Tourism, Entrepreneur, Financial Incentive, Employment, Tourism Development"
Uttarakhand Tourism and Travel Business Registration Rules,https://www.myscheme.gov.in/schemes/uttbrr,"It aims to establish a transparent, efficient, and standardized system for the online registration of tourism-related businesses and service  units across the state.","Tourism Business, Travel Business, Registration"
Varanasi and Amritsar Yatra Scheme,https://www.myscheme.gov.in/schemes/svayhr,"This scheme aims to facilitate pilgrimages to Varanasi and Amritsar for individuals belonging to the Scheduled Castes category. The scheme provides financial reimbursement for second-class train travel, enabling eligible beneficiaries to undertake these religious journeys with ease.","Journey, Pilgrim, Travel, Pilgrimage, Scheduled Caste"
Veer Chandra Singh Garhwali Paryatan Swarojgar Yojana,https://www.myscheme.gov.in/schemes/vcsgpsyuk,The scheme aims to promote tourism-based self-employment and entrepreneurship among unemployed residents of Uttarakhand by providing financial assistance and subsidies for the development of tourism-related infrastructure and services. This scheme is applicable in entire Uttarakhand.,"Veer Chandra Singh, Tourism, Loan, Self-Employment"
