Title,Link,Description,Tags
CM's Jibon Anuprerana Scheme,https://www.myscheme.gov.in/schemes/cmjas,"The scheme aims to provide one-time financial assistance to eligible research scholars from public institutions in Assam, promoting academic excellence and innovation. It provides ₹25,000/- to research scholars and ₹40,000/- to Divyang research scholars.","Research, Scholar, PhD, Financial Assistance, PwD, Disability"
Assistance to Training Institutions Scheme,https://www.myscheme.gov.in/schemes/ati,"Under the scheme, assistance would be provided to the training institutions under the Ministry of MSME for creation, strengthening and expansion of infrastructure, including setting-up of new branches and centres.","Training, ATI, MSME, EDI, Financial Assistance"
Amended Technology Upgradation Fund,https://www.myscheme.gov.in/schemes/atuf,"The Ministry of Textiles introduced the Amended Technology Upgradation Fund Scheme (ATUFS). This scheme aims to facilitate investment, employment, productivity, quality and import and export substitution in the textile industry.","Investment, Employment, Productivity, Import, Export"
Deen Dayal Upadhyay Grameen Kaushalya Yojana,https://www.myscheme.gov.in/schemes/ddugku,"DDU-GKY focuses on the rural poor youth and its emphasis on sustainable employment through the prominence and incentives given to post-placement tracking, retention, and career progression. DDU-GKY is designed to provide high-quality skill training opportunities to the rural poor.","Skill, Training, Education, Placement, Youth, Employment"
Direct Finance Scheme by NSFDC (GSCDC),https://www.myscheme.gov.in/schemes/dfsbnsfdc,"Under this scheme, loans are offered at a low interest rate, ranging from 1% to 5%, specifically for self-employment to scheduled caste (SC) individuals.","Self-employment, Scheduled Caste, Loan, Unemployed, Interest Rate"
Abhinandan Education Loan Subsidy Scheme,https://www.myscheme.gov.in/schemes/aelss,"Chief Minister Sarbananda Sonowal launched the Assam Abhinandan Education Loan Subsidy Scheme at the Srimanta Sankardev International Auditorium on 26 December 2019 in the presence of Finance Minister Himanta Biswa Sarma, , several senior officials of the State Finance Department, and bank officials","Abhinandan, Education Loan, Subsidy Scheme"
Buti Foundation Award,https://www.myscheme.gov.in/schemes/bfa,"The Buti Foundation Award, established in 2007 by the Buti Foundation, New Delhi, is a biennial award recognizing innovative and outstanding research in the field of Plasma Science & Technology. The award aims to honor a Scientist/Engineer under the age of 45 years for their significant contribution","Award, Scientist, Engineer, Research"
Pradhan Mantri Anusuchit Jaati Abhyuday Yojana (PMAJAY): Skill Development,https://www.myscheme.gov.in/schemes/pmajay-sd,The scheme aims to generate additional employment opportunities and reduce poverty among Scheduled Castes through skill development. Benefits include various skill training programs of varying duration.,"Skill, Training, Scheduled Caste, Youth, Development"
Pradhan Mantri Dakshta Aur Kushalta Sampann Hitgrahi (PM-DAKSH),https://www.myscheme.gov.in/schemes/pm-daksh,"The scheme ""PM-DAKSH"", launched by the Ministry of Social Justice & Empowerment (MoSJ&E), aims to empower socially, educationally, and economically marginalized groups like SCs, OBCs, EWS, DNTs, Safai Mitras, and Waste Pickers by enhancing their skills through high-quality training.","Skill, Training, Employment, Stipend, Scheduled Caste, Other Backward Class, Economically Weaker Section"
Pradhan Mantri Gramin Digital Saksharta Abhiyaan,https://www.myscheme.gov.in/schemes/pmgdisha,"Pradhan Mantri Gramin Digital Saksharta Abhiyaan (PMGDISHA) is a Digital Literacy Scheme by the Ministry of Electronics and Information Technology (MeitY), to make six crore persons in rural areas, across States/UTs, are digitally literate, reaching around 40% of rural households.","Digital, Education, Skill, Rural Development"
Pradhan Mantri Viksit Bharat Rozgar Yojana: Part A- Support for First-Time Employees,https://www.myscheme.gov.in/schemes/pmvbry-pa,"This component of scheme provides an incentive to assist first-timer employees in navigating their learning curve before they become fully productive with completing their financial literacy course over EPO portal. It provides one time incentive of upto ₹15,000/- to assist first timer employees.","Viksit Bharat, Rozgar, EPFO, Employment, First Time Employee"
Pradhan Mantri Virasat ka Samvardhan,https://www.myscheme.gov.in/schemes/pm-vikas,"PM VIKAS is a Central sector scheme that focuses on socio-economic empowerment of six notified minorities in the country through skilling & training, women leadership & empowerment and education. The scheme integrates erstwhile skilling & education schemes of the Ministry of Minority Affairs.","Skill Development, Women Entrepeneurship, Education Of School Dropouts, Socio-economic Empowerment, Minorities"
Pradhan Mantri Viksit Bharat Rozgar Yojana: Part B- Support to Employers with Focus on Manufacturing Sector,https://www.myscheme.gov.in/schemes/pmvbry-pb,"This component is an employer-focused Part of the scheme that supports creation of sustained additional employment in all sectors. It incentivizes employers for 2 years for creation of additional employment. For establishments engaged in manufacturing sector, incentives will be provided for 4 years.","Viksit Bharat, Rozgar, EPFO, Employment, Establishment, Manufacturing Sector"
SITARE-Appreciation Grant,https://www.myscheme.gov.in/schemes/sitare-ag,SITARE-Appreciation Grant: Residential workshops called as Biotech Innovation Ignition School (BIIS) for undergraduate students are organized to provide hands-on technical training and mentorship for problem identification in 3-4 weeks duration.,"SITARE, Appreciation, Grant, Residential Workshop, BIIS, Undergraduate Student"
PM Vishwakarma,https://www.myscheme.gov.in/schemes/pmv,"The scheme ""PM Vishwakarma "" by the Ministry of Micro, Small & Medium Enterprises, is a new scheme that envisages providing end-to-end holistic support to traditional artisans and craftspeople in scaling up their conventional products and services.","Artisans, Craftspeople, Skill Upgradation, Toolkit Incentive"
Women Scientist Scheme-A,https://www.myscheme.gov.in/schemes/wos-a,"A Research Grant by MoST for female candidates to pursue research in frontier areas of science and engineering, preferably those having a break in career (minimum two years) and not having regular employment, to explore possibility of re-entry into the profession.","Women, Scientist, Technology, Science, Empowerment, Fellowship, Education, Unemployed"
Women Scientist Scheme-B,https://www.myscheme.gov.in/schemes/wos-b,A Research Grant by MoST for female candidates with break in their career interested in addressing societal challenges through viable S&T interventions. Women scientists who wish to apply under this scheme are required to develop their own project/proposals for scientific and technological solutions,"Women, Scientist, Female, Technology, Science, Research, Fellowship"
Vehicle Loan Scheme (GTKVN),https://www.myscheme.gov.in/schemes/tsgtkvn,"The scheme aims to promote self-employment among youth from the Thakor and Koli communities by providing loans of up to ₹4,00,000/- for the purchase of commercial vehicles such as auto-rickshaws, loading rickshaws, or a Maruti Eeco van to start an income-generating transport business.","Loan, Self Employment, Auto Rickshaw, Vehicle, Transport"
Women Scientist Scheme-C,https://www.myscheme.gov.in/schemes/wos-c,"A scheme by MoST for female candidates with a break in their career interested in addressing societal challenges through viable S&T interventions. 1-year training is provided in Intellectual Property Rights (IPRs), patent search, know-how, drafting, filing, trademarks, trade secrets, and copyright.","Women, Scientist, Science, Technology, Post-graduation, Skill"
"""In-Plant Training"" Component of the ""Development of Industries"" Scheme",https://www.myscheme.gov.in/schemes/ipt,"""In-Plant Training"" was introduced to create employment opportunities and motivate entrepreneurship among the educated unemployed youth. The trainees acquire the skill by observing, assisting and learning the job on their own in the plant itself, making them acquire better skills in the trade.","Training, Skill, Stipend, Youth, Unemployed"
"""Management Training"" Component of the ""Development of Industries"" Scheme",https://www.myscheme.gov.in/schemes/mt-pudu,"Through this scheme, management training is imparted as means to enhance productivity. It is imparted to the entrepreneurs / industrialists or their representative in various disciplines namely Financial Management, Marketing Management, Personnel Management, Quality control, etc.","Management, Training, Entrepreneur, Financial, Marketing"
"""Training in Silk"" Component of the ""Development of Silk"" Scheme",https://www.myscheme.gov.in/schemes/ts-ds,"The scheme aims to revamp the silk weaving industry and generate employment. It offers comprehensive one-year training to equip individuals with the necessary skills. The objective is to develop silk and silk-based industry, to train rural youth in silk weaving and to generate employment thereby.","Skill, Training, Silk, Industry, Employment, Youth"
"""Training in Handicrafts"" Component of the ""Development Of Handicrafts"" Scheme",https://www.myscheme.gov.in/schemes/tihcdohs,"The ""Training in Handicrafts"" Component of the ""Development Of Handicrafts"" Scheme by the Department of Industries and Commerce, Government of Puducherry, aims to create better employment opportunities and enhance the livelihood of the rural poor. The training adopts a Gurukulam model.","Training, Handicrafts, Craft, Stipend, Trainee"
"""Vocational Training"" Component of the ""Development of Industries"" Scheme",https://www.myscheme.gov.in/schemes/vt-pudu,"""Vocational Training"" by the Department of Industries and Commerce, Union Territory of Puducherry aims to create more employment opportunities broadly for the unemployed youth particularly women to pursue wide career openings besides self-ventures by giving training in trades.","Vocational, Training, Skill, Stipend, Unemployed, Youth"
15 Days Skill Up-gradation Training,https://www.myscheme.gov.in/schemes/15dsugt,"The ""15 Days Skill Up-gradation Training"" scheme aims to provide skill training, safety, and hygiene education for building and other construction workers registered with the Andhra Pradesh Building and Other Construction Workers Welfare Board.","Stipend, Construction Worker, Skill Upgradation, Training"
6% Interest Subsidy on Loans taken through Banks up to a Limit of Rs.5 Lakh for Self-Employment,https://www.myscheme.gov.in/schemes/6islbse,"The scheme aims to promote self-employment among scheduled tribe (ST) individuals by making business loans affordable. Under this scheme, ST beneficiaries availing loans for self-employment are provided a interest subsidy to reduce financial burden and encourage entrepreneurship.","Loan, Subsidy, Employment, Scheduled Tribe, Tribal"
6% Interest Subsidy on Loans taken for Vehicle Purchase through Banks,https://www.myscheme.gov.in/schemes/6isltvpb,"The scheme aims to support Scheduled Tribe (ST) individuals in purchasing vehicles for self-employment purposes. Under this scheme, tribal beneficiaries availing bank loans for vehicle purchase with interest subsidy. This financial support helps reduce the repayment burden on tribal entrepreneurs.","Employment, Opportunity, Subsidy, Loan, Scheduled Tribe"
"Awarding of Tamil Mamani, Telugu Ratna and Malayala Ratna",https://www.myscheme.gov.in/schemes/atmtrmr,"The Arts and Culture Department of Puducherry launched the ""Awarding of Tamil Mamani, Telugu Ratna and Malayala Ratna"" scheme with the aims to provide a cash award to the author/writer who have published books.","Financial Assistance, Award, Senior Citizen, Research, Books"
Banishree Scholarship,https://www.myscheme.gov.in/schemes/bs,The aim provides assistance and encourages them to study as well as acquire technical/ professional/ vocational training.,"Education & Learning, Student Finance"
Basic Kayaking Course,https://www.myscheme.gov.in/schemes/kayakinguk,"The scheme aims to train and certify youth of Uttarakhand as skilled kayaking instructors with essential life-saving skills. Under this scheme, specialized training in life-saving techniques and kayaking is provided to selected youth beneficiaries of Uttarakhand.","Kayaking, Trainer, Kayaking Course"
Bhajan Pakhawaj Workshops,https://www.myscheme.gov.in/schemes/bpw,The objective of the scheme is to provide knowledge of appropriate and traditional Bhajan Singing and Pakhawaj playing to Bhajan performers through experts from the respective field. Applications are invited by announcement in local print & electronic media. Certificates are awarded to participants.,"Culture, Artist, Bhajan, Workshop, Skill"
Assistance to Traditional Pottery Makers,https://www.myscheme.gov.in/schemes/atpm,The scheme “Assistance to Traditional Pottery Makers” provides financial assistance to Traditional Pottery makers belonging to the state OBC category for the purchase of modern machinery for job modernization.,"Financial Assistance, Pottery, OBC, Pottery Worker"
Assistance to Voluntary Organizations Working for Welfare of OBCs,https://www.myscheme.gov.in/schemes/avowwobc,"The ""Assistance to Voluntary Organizations Working for Welfare of OBCs"" scheme aims to involve the voluntary sector in improving the educational and socio-economic conditions of the target group i.e. OBCs to upgrade skills to enable them to start income-generating activities on their own.","Empowerment, Other Backward Class, NGO, Empolyment"
Assistance to Training Institutions Scheme,https://www.myscheme.gov.in/schemes/ati,"The scheme aims to provide financial assistance for creation, strengthening, and expansion of training institutions under MSME for skill development and entrepreneurship training.","Training, ATI, MSME, EDI, Financial Assistance"
Bihar State Journalist Insurance Scheme,https://www.myscheme.gov.in/schemes/bsjis,"The Bihar State Journalist Insurance Scheme, 2014, is launched by the Information & Public Relations Department, Government of Bihar. It aims to provide financial benefits & facilities under a group mediclaim & personal accident insurance scheme to working media representatives in the state of Bihar","Journalist, Mediclaim, Accident, Media"
Block Level Institute for Rural Skill Acquisition (BIRSA),https://www.myscheme.gov.in/schemes/blifrsa,"The scheme aims to provide free, localized skill training to candidates at the block level in Jharkhand. The program is non-residential and operates in 24 districts across 80 blocks in the first phase.","Skill Development, Training, Employment, Youth"
Book Binder Training by Department for the Welfare of Differently Abled Persons,https://www.myscheme.gov.in/schemes/bbtbdftwodap,"The 'Book Binder Training by Department for the Welfare of Differently Abled Persons' was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. The scheme aims to provide book binder training to visually impaired candidates.","Visually Impaired, Differently Abled Person, Training"
CHIEF MINISTER  EMPLOYMENT GENERATION  PROGRAMME (CMEGP),https://www.myscheme.gov.in/schemes/cmegp,Government of Maharashtra has approved the introduction of a new credit linked subsidy program called Chief Minister Employment Generation Program(CMEGP) for generation of employment opportunities through establishment of Micro & Small Enterprises in rural as well as urban areas in state.,"Scheduled Caste, Scheduled Tribe, Female, Other Backward Class, Person With Disability, VJNT"
CM's Jibon Anuprerana Scheme,https://www.myscheme.gov.in/schemes/cmjas,"The scheme aims to provide one-time financial assistance to eligible research scholars from public institutions in Assam, promoting academic excellence and innovation. It provides ₹25,000/- to research scholars and ₹40,000/- to Divyang research scholars.","Research, Scholar, PhD, Financial Assistance, PwD, Disability"
Afforestation Schemes Providing Incentives And Employment To Tribals In Forest,https://www.myscheme.gov.in/schemes/aspie,"This scheme offers grants to unemployed tribals for afforestation work, providing them with incentives and employment opportunities in forest operations.","Tribal Welfare, Afforestation, Incentives, Employment"
Akhil Bharatiya Samanvit Anusandhan Pariyojana - Veer Chandra Singh Garhwali Uttarakhand University of Horticulture and Forestry,https://www.myscheme.gov.in/schemes/absap,"The scheme aims to conduct research and improve important horticultural and forestry species, conserve their germplasm, provide improved seeds and saplings, and train farmers in using better techniques to enhance productivity.","Research, Training, Farmer, Agriculture, Horticulture"
AlCTE - Distinguished Professional Scheme,https://www.myscheme.gov.in/schemes/adps,"AICTE-Distinguished Professionals Scheme has been launched by the All India Council for Technical Education, Ministry of Education to improve the quality of Technical Education in India by utilizing the expertise of Professionals, Emeritus professors & Eminent Personalities to share their knowledge.","AICTE, Student, Honorarium, Technical Education, Professors"
Alpshankhyak Vikas Nidhi,https://www.myscheme.gov.in/schemes/avn,"The scheme establishes a ₹4 crore fund to support marginalized minorities in Uttarakhand, targeting gaps in existing central/state welfare programs through district-level initiatives.","Minority, Education, Development, Social Welfare, Livelihood"
Ambedkar Social Innovation and Incubation Mission (ASIIM),https://www.myscheme.gov.in/schemes/asiim,"The scheme aims to boost entrepreneurship and innovation among SC students and SC differently-abled youth by providing focused support to translate innovative, technology-oriented business ideas into successful commercial enterprises. It offers equity funding and hand-holding support.","Entrepreneurship, Innovation, Youth, Scheduled Caste, Student, Incubation, Startup"
Amended Technology Upgradation Fund,https://www.myscheme.gov.in/schemes/atuf,"The Ministry of Textiles introduced the Amended Technology Upgradation Fund Scheme (ATUFS). This scheme aims to facilitate investment, employment, productivity, quality and import and export substitution in the textile industry.","Investment, Employment, Productivity, Import, Export"
Annual Medical Assistance Scheme (BBOCWWB),https://www.myscheme.gov.in/schemes/amapbbocwwb,"The ""Annual Medical Assistance Scheme"" by the Bihar Building & Other Construction Workers Welfare Board, Labour Resources Department, Government of Bihar, provides a yearly financial assistance of ₹3,000/- to the construction workers who are registered with the Board.","Construction, Labour, Medical, Worker, Financial Assistance"
Appointment of Contract Sports Coaches,https://www.myscheme.gov.in/schemes/ckpkn,"The scheme facilitates the annual appointment of contract-based sports coaches to conduct various local training camps across Uttarakhand, thereby promoting employment opportunities and strengthening the state’s grassroots sports infrastructure.","Sports, Employment, Coach, Sports Trainer"
Arunachal Pradesh Entrepreneurship Challenge,https://www.myscheme.gov.in/schemes/apepc,"APEC will identify, promote, support, and nurture sustainable and locally relevant business ideas and entrepreneurs. The top 10 entrepreneurs selected for the Incubation & Pre-Incubation programmes facilitated by the IIM Calcutta Innovation Park will be awarded up to ₹5,00,000.","Entrepreneurship, Training, Self-employed, Business Venture, Arunachal Pradesh"
Ashadeepa Scheme,https://www.myscheme.gov.in/schemes/ads,"The scheme was introduced by the Government of Karnataka in the 2017-18 budget to encourage private sector industries and companies to provide employment opportunities to persons belonging to the Scheduled Caste and Scheduled Tribe categories, ensuring social justice.","Employment, Scheduled Caste, Scheduled Tribe, Apprentice Trainee, Skill Development"
Assistance Scheme For Reimbursement For Expenditure On Visa By Construction Workers For Employment Abroad,https://www.myscheme.gov.in/schemes/asfrfevcsea,"This scheme will be called ""Reimbursement of expenditure incurred on visa for employment abroad to construction workers"". The purpose of this scheme is to provide assistance to the registered beneficiaries employed in building and other construction works for better employment opportunities.","Construction Worker, Employment, VISA, Abroad, Assistance"
"Self-Employment loan scheme for Minority Widows, Divorcees / Abandoned Women",https://www.myscheme.gov.in/schemes/seloanwomen,"The scheme aims to provide self-employment loans to women from minority communities. Financial assistance with a 20% subsidy is provided to widows, divorced women, and abandoned women from minority communities. The scheme is implemented by the KSMDFC.","Divorce, Women, Loan, Subsidy, Employment, Minority"
"""Advanced Training in Handicrafts"" Component of the ""Development of Handicrafts"" Scheme",https://www.myscheme.gov.in/schemes/atihcdohs,"Through the ""Advanced Training in Handicrafts"" scheme, candidates will be sponsored for training in other states where the craft is practised to its finest. The training program focuses on enhancing craft skills, enabling participants to acquire advanced techniques and proficiency in their craft.","Training, Handicrafts, Craft, Stipend, Trainee"
"""Advance / High Skill Training"" Component of the ""Development of Industries"" Scheme",https://www.myscheme.gov.in/schemes/ahst,The scheme aims to enhance the skill of those who have completed the basic training and are interested in advanced training in their trade or the candidates having technical qualifications willing to undergo some special high skilled training to start their ventures or to get suitable employment.,"Skill, Training, Youth, Employment, Stipend, ITI"
"""Advance/High Skill Training in Coir"" Component of the ""Development of Coir"" Scheme",https://www.myscheme.gov.in/schemes/ahstc-dc,"""Advance/High Skill Training in Coir"" aims to enhance the skills of Coir artisans and interested individuals. The objective is to acquire the latest skills and modern technologies through advanced/high-skilled training available across various locations in India, offering valuable benefits.","Training, Skill, Coir, Accomodation, Allowance, Trainee"
"""Entrepreneureship Development Programme (EDP)"" Component of the ""Development of Industries"" Scheme",https://www.myscheme.gov.in/schemes/edpedp,"The scheme aims to to develop entrepreneurship skills by providing training for setting up of the projects. The programmes contains motivating the prospective entrepreneurs, highlight respective projects, the course of actions to taken by them for setting up and successful running their unit.","Entrepreneurship, Entrepreneur, Business, Skill, Training, Vocational"
"""Design Development Training For Master Crafts Persons"" Component of the ""Development of Handicrafts"" Scheme",https://www.myscheme.gov.in/schemes/ddtmcp,This scheme aims to enhance the skills of craftspersons in moulding and designing their traditional crafts. The objective is to make these crafts more appealing to customers and increase marketability. The training has a significant impact on the development of modern art and techniques in craft.,"Design, Training, Craft, Craftsperson, Allowance"
Coir Vikas Yojana-Skill Upgradation and Mahila Coir Yojana,https://www.myscheme.gov.in/schemes/cvy-sumcy,"The scheme “Skill Upgradation and Mahila Coir Yojana” is a component of “Coir Vikas Yojana” and the scheme was launched by the Ministry of Micro, Small & Medium Enterprises, Government of India.","Coir, Skill Upgradation, Mahila, MSME, Stipend, Training, Entrepreneur, Self-employment"
Entrepreneurship and Skill Development Programme,https://www.myscheme.gov.in/schemes/esdp,The scheme aims to promote entrepreneurship and skill development among youth by providing training and support for setting up MSMEs and self-employment ventures.,"Entrepreneurship, Skill Development, MSME, ESDP, Self-employment"
Comprehensive Handicrafts Cluster Development Scheme,https://www.myscheme.gov.in/schemes/chcdp,"The scheme aims to provide financial assistance, infrastructure development, skill upgradation, and market linkage support to artisans, craftsmen, and cluster-based enterprises.","Skill Development, Infrastructural Support, Technology Upgradation, Market Access"
Mission Vatsalya-DNH&DD,https://www.myscheme.gov.in/schemes/vatsalya-dnhanddd,"Scheme Target for safety, happy childhood for every child by focusing on child protection, welfare, and development. It aims to support children in need of care (CNCP) and conflict with the law (CCL) through family-based non-institutional care, strengthening statutory bodies (like CWCs) and ensuring","Central Adoption Resource Authority, Children Homes, Shisu Gruh Specilized Adoption Agency, Open Shelter Home, Child Helpline"
Dharti Aaba Janjatiya Gram Utkarsh Abhiyaan,https://www.myscheme.gov.in/schemes/dajgua,"The scheme ensures holistic and sustainable development of tribal communities, building on PMJANMAN. It promotes inter-ministerial convergence across 17 ministries with 25 focused interventions. Gap analysis by departments guides need-based funding to bridge development gaps effectively.",Dharti Aaba Janjatiya Gram Utkarsh Abhiyaan
Craftsman Training Scheme - Maharashtra,https://www.myscheme.gov.in/schemes/cts-maharashtra,"The ""Craftsman Training Scheme"" provides vocational training to individuals, enhancing their skill & employability. This stipend aims to support the trainees financially & encourage them to pursue & complete their vocational training, thereby contributing to skilled manpower development in the state","Stipend, Craftsman, Training, Skill Development"
Craftsmen Training Scheme,https://www.myscheme.gov.in/schemes/cts-msde,The scheme aims to ensure steady flow of skilled workers in different trades for domestic industry and reduce unemployment among educated youth. It provides systematic vocational training through Industrial Training Institutes and National Skill Training Institutes across India.,"Craftsmen, Training, Skill, Employment, Youth"
DESW Internship Scheme,https://www.myscheme.gov.in/schemes/deswinternship,"The scheme aims to engage Indian Youth as interns to gain firsthand experience and understanding of welfare, healthcare, resettlement, and administrative schemes meant for Ex-Servicemen.","Ex-Servicemen, Research, Graduate, Postgraduate, Students, Indian Youth, Interns"
Cycle Sahayata Yojana,https://www.myscheme.gov.in/schemes/csy-j,"""Cycle Sahayata Yojana"" is a scheme by the Department of Labour, Employment, Training & Skill Development Govt of Jharkhand. Applications for this scheme are accepted online through the official website of the department. In this scheme, bicycles are provided to the women workers.","Woman, Construction Worker, Social Welfare"
DEVELOPMENT OF HANDICRAFTS,https://www.myscheme.gov.in/schemes/doh,The government of Puducherry takes the initiative to revive the vanishing crafts and restore the significance of traditional crafts.,"Handicraft, Puducherry, Training, Skills, Trades"
Dalit Bandhu,https://www.myscheme.gov.in/schemes/dalit-bandhu,The Dalit Bandhu Scheme is a welfare program launched by the state government of Telangana in India in Aug'2021. The scheme is aimed at providing financial assistance to families belonging to the Scheduled Caste (SC) community in the state to help them become economically self-reliant.,"Dalit Bandhu Scheme, Telangana Dalit Bandhu, Scheduled Caste, Direct Benefit Transfer, Economic Development, Reduce Poverty And Promote Entrepreneurship, Social Welfare"
Dastkar Prashikshan (I.T.I),https://www.myscheme.gov.in/schemes/dpiti,The scheme aims to provide benefits to the youth of the state by connecting them with private-sector employment or self-employment opportunities through skills training offered at district ITIs.,"Skill Development, Self-employment, ITI, Vocational Training, Youth, Artisan Training, Employment"
Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Employment Programme – Uttarakhand,https://www.myscheme.gov.in/schemes/daynulsepuk,"The scheme aims to promote sustainable livelihoods and economic empowerment of the urban poor by providing financial support and guidance for establishing self-employment ventures, strengthening their family’s economy, and generating new employment opportunities.","Self-Employment, Livelihood, Urban Area, Employment, Interest Subsidy"
Deen Dayal Upadhyay Grameen Kaushalya Yojana,https://www.myscheme.gov.in/schemes/ddugku,"DDU-GKY focuses on the rural poor youth and its emphasis on sustainable employment through the prominence and incentives given to post-placement tracking, retention, and career progression. DDU-GKY is designed to provide high-quality skill training opportunities to the rural poor.","Skill, Training, Education, Placement, Youth, Employment"
Deen Dayal Upadhyay Kaushal Kendra (DDUKK)- Mega Skill Centre,https://www.myscheme.gov.in/schemes/ddukk-msc,"The “Deen Dayal Upadhyay Kaushal Kendra (DDUKK)- Mega Skill Centre” is a component of the umbrella scheme “Mukhymantri Sarthi Yojna” launched by the Department of Labour, Employment, Training and Skill Development, Government of Jharkhand.","Training, Skill Development, Youth"
Deendayal Antyodaya Yojana - National Rural Livelihoods Mission,https://www.myscheme.gov.in/schemes/day-nrlm,"DAY-NRLM is the flagship program of MoRD for promoting poverty reduction through building strong institutions for the poor, particularly women, and enabling these institutions to access a range of financial services and livelihoods. States are enabled to formulate their poverty reduction plans.","Loan, Skill, Employment, SHG"
Financial Assistance To Disabled For Self Employment,https://www.myscheme.gov.in/schemes/fadse,"The objective of this scheme is to facilitate the self-employment of unemployed disabled persons. Under this scheme, financial assistance is provided to persons with disabilities for self-employment, small-scale business, and agro-based project. This scheme is 100% funded by Govt. of Maharashtra.","Persons With Disability, Social Welfare, Financial Assistance, Entrepreneurship, Business"
Financial Assistance Under The National Fund For Persons With Disabilities,https://www.myscheme.gov.in/schemes/fanf-pwd,A scheme by DoEPwDs for providing financial assistance to the Persons with Disabilities (PwDs) in support of various livelihood activities. The objective of these guidelines is to provide a framework to support financial assistance under the Fund for relevant core areas  for empowerment of PwDs.,"Disability, PwD, Differently Abled, Empowerment, Financial Assistance"
Financial Assistance To Self-Employment For Trained Disabled Persons,https://www.myscheme.gov.in/schemes/fasetdp,"The ""Financial Assistance to Self-Employment for Trained Disabled Persons"" is a scheme by the Govt. of Maharashtra. The objective of this scheme is to provide financial assistance to facilitate the purchase of equipment for those disabled persons who are completing their vocational training.","Persons With Disability, Social Welfare, Employment, Financial Assistance"
